ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working hours,TRANSLATE,CONVERT,REDONDEAR
2,3,1,2,3,3,2,2,2,1,2,2,4,3,1,1,2,1983,2,1,15,2,2,59,59,59,59
3,3,2,2,2,2,2,3,3,3,3,2,2,1,3,3,2,1975,2,1,10,4,1,15,15,15,15
3,2,3,3,2,3,4,2,2,1,4,4,4,2,3,4,2,1981,2,1,2,3,3,60,60,60,60
4,3,3,3,2,1,1,3,3,3,4,4,3,2,3,1,2,1965,1,1,9,1,1,60-70,60-70,70,70
2,1,2,1,3,2,3,1,2,1,4,4,4,4,4,3,2,1988,5,1,9,4,1,35,35,35,35
3,3,2,4,4,1,1,3,1,2,3,2,3,3,3,1,2,1963,2,1,9,4,2,40,40,40,40
3,2,2,2,4,2,1,2,2,2,4,4,4,4,3,3,2,1986,2,2,1,1,2,51,51,51,51
2,2,2,1,4,3,2,1,2,1,4,4,4,3,4,4,2,1984,2,2,9,4,2,50-70,50-70,70,70
3,3,2,3,3,2,1,3,3,3,3,3,2,2,2,2,2,1981,2,1,10,3,3,55,55,55,55
3,2,3,3,2,2,1,2,3,3,3,3,3,2,2,2,1,1960,1,1,2,1,5,70,70,70,70
2,3,2,1,4,1,2,1,1,2,4,4,3,2,3,1,2,1977,1,1,2,1,2,ca 55,approximately 55,55,55
4,4,4,2,3,2,1,1,1,1,4,4,4,4,4,3,2,1977,2,1,7,3,2,60,60,60,60
4,3,3,3,2,1,1,4,3,1,3,3,4,2,3,1,2,1984,2,2,15,1,2,30,30,30,30
3,4,4,2,2,2,2,2,3,2,4,4,4,3,3,3,2,1968,2,1,2,4,3,50,50,50,50
2,2,2,2,3,1,1,2,1,3,4,4,4,3,4,3,2,1986,2,1,9,4,3,43,43,43,43
4,4,2,2,3,2,2,3,2,2,3,2,2,3,3,3,2,1977,9,1,13,4,1,35,35,35,35
3,3,3,3,3,2,2,3,2,3,4,4,4,3,4,4,2,1981,2,1,4,3,3,35,35,35,35
4,3,3,3,3,3,1,3,3,3,4,4,3,4,4,4,1,1960,1,1,15,1,6,65,65,65,65
4,3,3,2,3,2,2,2,3,4,3,3,3,3,3,2,2,1972,2,1,9,4,6,45,45,45,45
3,2,3,3,3,1,1,2,2,2,4,3,4,4,4,2,2,1966,2,2,10,2,5,60,60,60,60
3,3,3,3,3,2,1,3,3,3,3,2,3,1,3,2,2,1977,2,1,2,1,4,45,45,45,45
3,3,3,1,4,2,2,2,1,3,4,3,4,2,3,2,2,1955,2,2,1,2,5,42,42,42,42
3,2,2,3,4,2,1,3,2,2,4,2,4,1,2,3,1,1975,2,1,2,1,5,42,42,42,42
4,4,4,3,2,3,1,2,2,2,4,4,4,3,3,3,1,1970,2,1,2,4,5,50,50,50,50
4,4,4,2,3,2,2,3,3,3,3,3,3,3,3,3,2,1972,2,1,2,1,4,42,42,42,42
3,4,4,4,4,4,2,4,2,1,4,4,4,3,4,4,1,1970,2,1,1,2,5,46,46,46,46
3,3,3,3,2,3,1,3,3,3,3,2,3,3,3,2,2,1971,2,1,2,3,4,44,44,44,44
4,4,4,1,4,4,2,1,1,1,4,4,4,4,4,3,2,1988,2,1,2,1,3,45,45,45,45
3,3,2,3,4,3,2,3,2,2,3,2,1,1,2,2,1,1972,2,1,1,3,5,41,41,41,41
3,2,3,4,3,1,1,3,3,3,4,3,2,1,3,2,1,1951,2,1,2,4,6,55,55,55,55
4,3,3,3,3,2,1,2,2,2,5,4,4,3,4,3,2,1989,2,1,10,3,2,60-70,60-70,70,70
2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,1,1959,2,1,5,4,4,40,40,40,40
3,4,4,3,3,3,1,3,3,3,4,3,4,3,3,4,1,1962,9,1,1,1,1,50,50,50,50
3,3,3,3,2,2,2,3,3,3,4,4,3,3,4,4,2,1966,9,1,2,1,6,42,42,42,42
2,2,2,3,2,2,1,3,2,2,4,3,2,2,3,2,2,1982,2,1,15,1,2,30,30,30,30
3,4,4,3,4,3,2,3,3,3,4,3,2,3,3,3,2,1964,2,2,10,4,4,39-42,39-42,42,42
3,3,3,3,3,2,1,3,2,2,4,4,4,3,3,4,2,1973,2,1,2,4,3,50,50,50,50
3,4,4,3,2,2,1,4,4,4,3,3,2,1,2,1,2,1965,2,1,6,4,6,42,42,42,42
1,2,1,3,2,2,2,3,3,3,4,3,4,4,3,2,2,1977,2,1,2,2,2,24,24,24,24
3,3,3,4,2,3,2,3,3,3,3,2,3,2,2,3,2,1969,2,1,6,4,5,45,45,45,45
3,3,2,3,2,1,1,3,3,3,3,3,3,2,3,2,2,1984,2,1,15,2,3,42,42,42,42
2,2,3,3,2,3,3,2,2,3,4,4,4,3,4,4,1,1961,2,1,6,4,4,45,45,45,45
2,2,2,2,3,3,3,2,2,2,4,2,3,4,3,3,2,1993,2,1,1,4,2,40,40,40,40
3,2,3,3,3,2,2,3,3,3,4,4,4,3,3,2,2,1964,2,1,2,1,2,ca 18,approximately 18,18,18
2,4,3,3,3,3,2,3,2,2,3,3,4,4,4,4,1,1964,1,1,10,4,6,40,40,40,40
3,2,3,4,2,1,1,2,3,1,2,4,1,1,3,1,1,1990,2,2,9,1,2,45,45,45,45
2,2,3,4,1,2,1,3,3,3,3,1,1,1,1,1,2,1991,2,2,10,3,1,12,12,12,12
3,3,3,3,2,2,2,2,3,2,3,2,2,1,1,2,1,1956,9,1,2,2,1,40,40,40,40
3,3,4,1,4,3,1,2,2,3,3,2,3,3,3,3,2,1965,2,1,1,1,4,45,45,45,45
3,4,4,3,3,2,1,3,2,2,3,3,1,1,1,1,1,1972,2,1,1,3,4,43,43,43,43
3,3,4,1,4,3,3,1,2,2,5,4,4,4,4,4,2,1965,2,1,10,2,2,20,20,20,20
2,2,2,2,3,2,1,2,2,3,4,3,2,2,3,3,2,1970,9,1,1,1,4,31,31,31,31
2,2,2,2,3,3,3,3,3,2,4,4,3,3,3,2,2,1989,2,1,13,4,1,35,35,35,35
4,4,3,2,3,3,3,2,2,2,4,3,3,3,3,2,2,1983,2,1,2,2,4,45,45,45,45
3,4,4,3,3,3,1,3,2,3,3,3,4,3,4,2,2,1961,2,1,10,1,3,32,32,32,32
3,2,2,3,2,1,2,3,3,1,3,3,2,2,2,1,2,1987,2,1,4,4,1,25,25,25,25
3,4,3,3,3,1,1,3,2,3,4,3,3,3,2,2,2,1978,2,2,8,1,3,35,35,35,35
3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,1967,2,1,9,3,2,24,24,24,24
4,3,3,2,4,3,2,1,2,2,4,4,2,2,3,2,2,1983,2,1,2,1,3,52,52,52,52
2,2,4,3,4,3,1,2,2,2,3,2,2,2,2,1,2,1981,9,1,2,1,4,30,30,30,30
4,4,3,2,4,4,2,1,1,1,4,3,2,2,3,2,1,1984,2,1,2,4,3,60,60,60,60
2,3,3,2,4,3,2,2,2,3,3,2,3,1,2,2,2,1976,2,1,1,4,3,45,45,45,45
4,4,4,3,3,2,3,2,2,2,3,3,3,3,3,2,2,1986,2,1,3,1,3,65,65,65,65
3,3,4,3,2,2,2,3,3,3,4,4,4,2,3,3,2,1969,2,1,8,2,1,40,40,40,40
2,3,3,2,3,2,1,1,3,3,4,4,5,4,5,4,2,1959,2,2,9,1,3,25,25,25,25
3,3,4,3,3,3,2,3,3,2,3,3,2,2,3,2,1,1954,1,1,1,1,1,60,60,60,60
3,3,3,3,2,2,2,4,4,4,2,2,1,1,2,2,2,1976,2,1,1,3,4,39,39,39,39
3,3,3,3,4,1,1,3,3,2,4,4,2,2,2,3,1,1960,9,1,2,1,4,40,40,40,40
4,4,4,3,3,3,1,1,2,1,4,4,4,4,4,3,2,1974,1,1,2,2,5,40,40,40,40
3,3,3,3,2,3,1,3,3,3,4,2,3,3,3,2,1,1951,2,1,15,1,5,42,42,42,42
3,2,2,1,3,2,3,1,1,1,4,3,3,2,1,2,2,1988,2,1,13,4,1,44,44,44,44
2,1,2,2,3,3,1,2,2,3,2,2,1,1,1,1,2,1977,2,2,14,4,3,40,40,40,40
2,3,3,3,2,1,2,3,3,3,3,3,3,3,2,2,2,1981,2,1,1,2,3,20,20,20,20
4,4,4,1,3,3,2,1,2,3,4,4,4,4,4,5,2,1963,2,1,11,1,4,35,35,35,35
2,4,3,2,4,2,1,2,2,2,4,3,4,2,2,2,2,1970,2,1,2,1,4,40,40,40,40
3,3,3,3,2,3,1,2,3,3,3,3,3,2,2,2,1,1965,2,1,15,3,1,41,41,41,41
4,3,3,2,3,1,1,2,3,1,4,3,4,3,4,4,2,1985,2,1,1,1,2,42,42,42,42
4,3,3,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1952,2,2,10,4,6,47,47,47,47
4,4,4,2,4,3,1,2,1,2,4,4,4,1,4,1,1,1955,2,1,2,3,5,45,45,45,45
4,4,4,1,3,3,2,1,1,1,4,3,3,2,3,2,2,1977,9,1,2,2,2,60,60,60,60
2,2,3,3,3,2,1,3,2,3,3,3,2,2,2,2,2,1970,9,1,2,1,3,30,30,30,30
3,3,3,4,2,2,3,2,3,3,3,3,2,1,2,2,2,1985,2,1,2,4,3,50,50,50,50
3,3,3,3,3,1,1,2,3,3,4,3,3,2,3,2,2,1973,2,1,2,1,2,16,16,16,16
3,3,3,2,3,3,2,2,2,3,4,4,3,2,2,1,2,1972,2,1,2,1,1,35,35,35,35
3,3,4,1,3,3,2,2,2,2,5,4,4,3,4,4,1,1960,2,1,4,1,1,45-50,45-50,50,50
3,2,4,2,1,3,1,2,3,2,3,3,4,4,4,2,1,1972,1,1,10,4,3,50,50,50,50
4,3,4,3,3,2,2,2,3,2,4,3,4,2,3,3,2,1962,2,1,10,2,4,46,46,46,46
3,3,3,3,3,3,3,3,2,3,4,4,2,4,4,4,2,1958,2,1,4,1,2,20,20,20,20
2,3,2,2,3,2,2,1,3,3,2,4,2,2,2,3,1,1971,2,1,1,3,5,48,48,48,48
4,4,4,3,2,3,2,3,3,3,3,2,2,4,2,2,2,1962,2,1,2,4,3,23,23,23,23
2,3,3,4,3,4,4,3,2,3,3,3,3,3,3,2,2,1988,2,1,2,4,3,45,45,45,45
2,3,3,4,3,4,4,4,3,3,3,2,2,1,1,1,2,1977,2,1,2,1,1,40,40,40,40
2,3,2,3,3,4,4,2,1,3,4,4,4,4,4,4,2,1983,2,1,2,4,3,50,50,50,50
1,2,2,3,2,1,1,3,3,3,3,2,2,2,2,2,1,1972,2,1,2,1,5,42,42,42,42
2,2,3,3,3,2,2,3,2,2,3,3,2,1,3,2,2,1966,1,1,2,1,1,40,40,40,40
3,3,4,3,2,3,1,3,2,3,4,4,4,4,4,3,2,1963,2,2,15,2,5,40,40,40,40
4,4,4,3,2,2,2,2,3,1,5,5,5,5,5,5,2,1984,2,2,3,1,2,70,70,70,70
2,3,3,3,2,2,3,2,2,1,4,3,2,3,2,2,2,1988,2,1,10,4,2,50,50,50,50
3,3,3,3,2,2,1,3,3,3,4,3,4,3,4,4,2,1974,2,1,2,3,3,40,40,40,40
3,3,3,2,4,3,2,2,2,2,4,4,4,4,4,4,1,1969,2,1,2,3,5,45,45,45,45
3,4,4,2,2,4,3,2,3,3,4,4,3,2,3,3,2,1965,2,1,2,2,4,40-50,40-50,50,50
2,3,3,3,4,2,1,3,3,3,4,3,3,3,3,2,1,1963,1,1,2,1,3,40,40,40,40
3,4,3,2,3,2,3,2,2,2,4,3,3,2,3,1,1,1986,2,1,1,1,3,55,55,55,55
3,2,2,2,2,1,1,2,3,2,3,3,3,2,2,2,2,1990,2,1,9,4,1,50,50,50,50
2,3,3,2,3,2,2,1,1,1,4,4,4,4,4,3,2,1984,2,1,1,2,3,50-60,50-60,60,60
3,2,2,3,2,1,1,3,3,2,3,3,2,2,2,2,1,1990,2,2,9,4,1,50,50,50,50
3,4,4,3,3,3,1,2,3,2,3,2,4,2,3,1,2,1960,2,1,2,1,6,50,50,50,50
3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,4,2,1986,2,1,10,4,2,70,70,70,70
3,3,4,3,1,1,1,3,3,3,3,3,2,2,3,1,2,1990,2,1,9,4,1,25,25,25,25
3,2,3,3,3,1,1,3,3,3,4,3,3,2,3,3,1,1954,2,1,10,2,5,40,40,40,40
4,4,2,4,2,1,1,4,3,3,4,4,2,2,3,2,2,1959,2,1,6,4,5,42,42,42,42
4,3,4,2,3,3,2,2,2,2,3,3,2,2,3,2,2,1959,2,2,14,4,4,ca. 50,approximately 50,50,50
4,4,4,3,3,3,1,1,1,1,4,4,5,5,4,4,2,1971,2,3,2,1,2,25,25,25,25
3,2,2,3,3,3,2,2,2,1,4,3,1,2,2,2,2,1989,2,1,13,4,1,42,42,42,42
4,4,4,3,3,1,1,4,3,3,3,3,3,4,4,2,2,1984,2,1,2,4,3,50,50,50,50
3,3,3,3,2,2,2,3,3,3,4,2,2,1,2,1,2,1983,2,1,2,4,3,41,41,41,41
3,4,4,2,2,3,1,2,3,2,4,3,2,3,4,2,2,1957,2,1,9,4,5,50 bis 60,50 to 60,60,60
2,2,2,2,3,2,3,2,3,4,3,2,2,1,2,1,2,1989,2,2,2,4,4,47,47,47,47
3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,1989,2,1,4,4,2,25,25,25,25
1,1,1,4,2,2,3,3,3,3,2,2,2,1,2,2,2,1988,2,1,2,1,3,40,40,40,40
4,4,4,2,4,3,2,2,2,1,4,4,3,4,4,4,2,1992,2,1,3,4,1,50,50,50,50
3,3,3,2,2,2,1,3,3,3,4,3,2,1,2,3,2,1970,1,1,10,2,5,65,65,65,65
2,2,2,3,2,2,3,3,3,4,4,4,3,4,4,2,2,1988,2,2,2,4,4,47,47,47,47
1,1,3,3,3,2,2,3,2,3,3,2,2,2,2,1,2,1975,2,1,9,1,3,40,40,40,40
3,3,3,2,2,2,3,1,3,3,4,3,3,3,3,2,2,1978,2,1,1,3,3,30,30,30,30
3,3,3,3,2,2,1,3,3,3,3,3,2,2,3,2,1,1960,2,1,4,2,4,40,40,40,40
3,3,4,3,2,3,1,2,2,3,4,3,2,2,3,2,2,1977,2,1,2,1,3,20,20,20,20
3,4,3,2,3,3,3,3,3,2,4,3,2,3,3,2,2,1990,2,1,13,4,1,45,45,45,45
2,2,3,2,2,3,2,2,3,1,4,4,4,4,4,3,2,1965,1,1,10,3,3,40,40,40,40
1,3,3,3,3,2,1,3,3,3,3,2,2,1,2,2,1,1959,2,1,2,2,6,40,40,40,40
4,4,4,2,4,3,1,2,3,1,3,2,3,2,3,2,1,1960,2,1,14,1,3,50,50,50,50
3,3,3,2,2,2,2,2,3,1,5,4,3,3,4,1,2,1986,2,4,9,4,2,30,30,30,30
3,4,4,1,2,3,1,2,3,3,4,4,3,1,2,1,2,1968,2,1,10,3,4,60,60,60,60
3,3,3,3,3,2,2,2,2,3,4,3,3,3,4,5,2,1986,2,3,10,1,3,40,40,40,40
3,3,3,1,2,2,1,1,3,1,4,3,3,3,3,2,2,1985,2,2,10,4,2,45,45,45,45
4,3,4,3,3,3,1,2,2,2,5,4,4,4,4,3,2,1969,9,1,2,1,3,43,43,43,43
3,3,4,2,2,2,1,2,3,2,4,4,3,3,3,2,2,1981,2,2,11,1,2,50,50,50,50
3,4,4,2,3,4,2,3,3,3,5,4,5,4,4,3,2,1970,2,1,2,1,5,40,40,40,40
2,2,3,3,4,1,2,3,2,3,3,2,1,1,1,1,2,1962,2,1,2,2,3,30,30,30,30
3,3,2,2,3,2,4,2,2,3,4,3,1,2,3,3,2,1985,2,1,13,4,3,50,50,50,50
4,4,2,3,2,2,2,3,3,2,4,4,3,2,3,3,2,1983,2,1,2,4,3,43,43,43,43
3,3,4,3,2,3,1,3,3,3,4,4,3,3,3,2,2,1962,1,1,10,2,4,ca.50,approximately 50,50,50
3,3,2,1,1,1,1,2,3,1,4,3,4,4,4,2,2,1986,2,1,15,1,3,50,50,50,50
4,4,4,2,3,3,2,2,2,2,4,4,4,3,4,4,2,1984,2,2,10,4,3,60,60,60,60
3,3,2,1,4,2,2,1,1,1,4,4,5,4,4,3,2,1988,5,2,2,1,2,60,60,60,60
2,3,1,2,4,2,2,2,1,1,4,4,4,2,4,3,2,1974,2,1,2,1,1,20,20,20,20
3,3,2,2,3,3,3,2,3,2,4,4,4,4,4,4,2,1953,1,1,13,1,1,50,50,50,50
4,3,3,2,2,2,1,2,2,2,4,4,3,3,4,3,2,1988,2,1,13,3,2,50,50,50,50
2,1,1,1,4,3,3,2,1,1,3,3,3,2,2,2,2,1962,1,3,2,1,3,50,50,50,50
3,3,4,2,4,3,1,2,2,2,4,4,3,3,3,3,2,1962,2,2,14,1,3,50,50,50,50
3,4,2,3,2,3,1,3,2,1,5,5,5,2,4,4,1,1958,1,1,10,3,6,80,80,80,80
4,4,4,2,2,2,1,2,3,3,3,2,3,2,3,4,2,1958,2,1,9,2,6,43,43,43,43
3,2,2,1,4,3,2,1,1,1,4,4,3,3,3,2,2,1978,1,2,2,1,3,40 - 80,40 - 80,80,80
4,3,3,1,2,4,4,1,2,2,4,4,4,4,4,4,1,1968,8,4,10,3,3,50,50,50,50
4,3,4,2,2,4,2,2,3,3,4,3,3,3,3,3,2,1961,9,1,1,2,4,50,50,50,50
1,3,2,1,3,3,2,2,3,3,4,3,2,2,2,3,1,1977,2,1,1,1,4,40,40,40,40
2,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,1985,2,1,1,3,3,41,41,41,41
4,4,4,4,1,1,1,4,4,4,2,3,3,1,2,1,1,1965,1,3,13,3,6,70,70,70,70
2,4,3,3,2,2,2,3,3,3,4,3,4,4,4,3,1,1981,2,1,1,4,3,41,41,41,41
3,3,3,2,3,2,2,2,3,2,5,5,3,3,3,3,2,1978,2,1,13,4,3,35,35,35,35
4,4,4,3,3,1,1,4,3,4,4,4,4,5,5,4,2,1987,3,1,13,1,3,55,55,55,55
3,3,3,3,4,3,1,1,1,1,3,4,3,3,3,1,2,1981,2,1,1,1,3,41,41,41,41
2,3,3,4,1,1,1,4,4,4,4,2,3,2,3,2,1,1963,2,1,9,3,5,45,45,45,45
3,3,4,3,4,3,2,2,2,2,4,4,3,3,3,3,1,1953,2,1,2,2,1,50,50,50,50
3,3,4,3,4,4,1,3,3,3,4,4,4,4,4,4,2,1973,2,1,2,1,4,28,28,28,28
3,3,3,4,2,1,2,3,3,3,3,3,4,2,3,3,1,1978,2,1,9,2,3,42,42,42,42
2,3,2,2,3,2,2,2,3,3,3,2,3,1,2,1,2,1969,2,1,10,2,3,40,40,40,40
2,2,3,4,3,2,2,4,3,3,3,3,2,1,3,2,1,1969,2,2,4,1,4,50,50,50,50
3,4,3,3,4,3,1,3,2,2,4,3,2,1,1,3,1,1957,2,1,6,4,4,40,40,40,40
2,3,3,3,1,1,1,2,3,3,3,3,3,3,3,3,1,1969,2,1,13,4,3,40,40,40,40
3,3,2,3,3,3,2,3,3,2,4,3,3,3,3,3,2,1982,2,1,2,4,4,50,50,50,50
4,4,2,3,3,2,2,2,2,1,4,4,4,2,3,1,1,1960,1,1,7,2,6,50,50,50,50
3,3,3,2,2,1,1,2,3,3,3,3,3,2,3,2,1,1964,2,1,2,1,5,40,40,40,40
3,3,3,3,3,3,2,2,2,2,4,4,3,2,3,2,1,1964,2,1,2,2,2,20,20,20,20
4,3,4,4,4,3,1,1,1,2,4,3,3,1,2,2,1,1969,2,1,1,4,4,45,45,45,45
2,3,3,3,3,3,3,2,3,3,4,4,3,2,3,2,2,1981,2,1,2,3,2,"20,5",20.5,20.5,21
3,3,4,3,2,3,1,3,3,3,4,4,4,3,4,3,1,1961,1,1,13,2,3,65,65,65,65
4,2,4,3,1,2,1,4,4,1,3,3,2,1,1,2,1,1967,1,1,2,1,5,60,60,60,60
2,2,2,3,2,1,1,3,3,3,4,3,2,1,3,1,1,1953,2,2,11,1,5,30,30,30,30
3,3,3,3,1,2,1,4,4,4,2,2,3,1,2,1,1,1959,1,1,10,4,6,55,55,55,55
3,3,3,4,3,2,1,3,2,2,3,3,3,2,3,2,2,1975,2,1,2,1,4,40,40,40,40
3,3,3,2,3,3,3,2,2,2,4,4,4,4,4,3,2,1954,1,1,10,4,3,40-50,40-50,50,50
3,2,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,1965,2,1,10,1,2,30,30,30,30
3,2,3,3,3,2,2,3,3,3,3,3,2,1,2,2,1,1956,2,2,10,2,6,60,60,60,60
3,3,4,3,3,2,2,3,3,3,3,2,3,3,3,3,2,1969,2,1,1,2,4,40,40,40,40
3,4,4,1,4,4,1,1,1,2,4,3,4,4,3,3,2,1970,2,1,2,4,5,45,45,45,45
2,3,2,3,3,1,1,3,3,2,4,3,2,1,3,2,2,1979,2,1,2,2,3,40,40,40,40
3,2,3,3,2,1,1,3,3,3,2,2,2,2,3,2,2,1974,2,1,9,4,6,42,42,42,42
3,4,4,1,4,3,1,1,1,4,4,3,3,3,3,3,2,1975,2,1,14,2,4,40,40,40,40
4,2,3,3,2,1,1,2,3,2,2,3,2,1,1,1,2,1990,2,1,9,1,3,60,60,60,60
3,3,3,1,3,3,3,2,3,3,4,3,4,3,2,2,2,1981,4,1,2,2,4,44,44,44,44
3,2,2,3,3,2,2,3,3,2,4,3,2,2,3,2,2,1982,2,1,2,3,1,10,10,10,10
3,3,3,2,3,3,2,1,2,2,5,4,5,4,4,4,1,1963,1,1,10,4,4,40,40,40,40
3,3,4,3,3,1,1,2,2,2,4,3,4,3,3,1,2,1968,2,1,7,1,5,50-55,50-55,55,55
3,3,2,3,3,2,1,2,3,1,3,2,4,5,5,4,2,1974,2,1,3,3,3,42,42,42,42
3,2,3,3,3,1,1,2,2,2,3,3,3,1,1,2,2,1977,2,2,2,4,3,40,40,40,40
3,4,4,2,2,2,1,2,2,3,4,3,4,4,4,4,1,1971,2,1,2,4,4,50,50,50,50
3,4,4,1,1,2,1,2,3,2,4,3,2,3,3,2,2,1968,9,1,14,1,1,40,40,40,40
3,3,3,1,3,3,3,1,1,2,4,3,4,3,3,3,2,1960,2,1,14,2,4,40- 50,40-50,50,50
2,3,2,1,4,3,2,1,1,2,4,4,3,3,3,3,2,1979,2,1,1,2,3,40,40,40,40
3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,1987,2,2,2,1,3,60,60,60,60
3,3,3,2,4,3,3,1,1,1,4,4,4,3,3,2,2,1987,2,1,3,4,2,55,55,55,55
2,4,3,2,3,2,1,2,3,3,4,4,4,3,3,3,2,1971,2,1,1,1,3,25,25,25,25
3,4,3,1,3,3,1,1,2,2,4,3,4,4,3,3,1,1953,2,2,1,1,4,43,43,43,43
2,4,2,1,2,2,2,1,2,2,4,4,2,3,3,3,2,1986,9,1,9,1,1,40,40,40,40
3,2,2,3,3,3,3,2,2,2,4,3,3,2,2,1,2,1991,2,1,1,2,2,,#VALUE!,#VALUE!,0
2,2,3,2,2,2,2,2,3,3,4,2,1,1,4,3,2,1991,2,1,9,2,2,30,30,30,30
3,2,2,3,4,2,2,3,2,2,4,4,3,3,3,3,2,1987,2,1,9,1,3,70,70,70,70
3,3,2,2,3,2,2,2,1,2,4,4,4,4,4,3,1,1963,2,1,2,4,4,45,45,45,45
2,2,3,1,3,2,2,1,3,2,4,4,4,4,4,3,2,1981,2,2,9,3,2,45-50,45-50,50,50
4,3,2,1,3,1,1,1,2,1,3,4,4,3,3,2,2,1987,3,1,7,2,2,30,30,30,30
3,3,4,2,4,3,2,1,2,1,4,4,5,4,4,3,2,1979,2,1,9,1,2,60,60,60,60
4,4,4,2,3,3,1,1,1,1,4,4,4,4,4,3,2,1986,2,1,7,1,3,60,60,60,60
3,3,2,2,3,2,2,2,3,1,4,3,4,3,4,3,2,1989,2,1,2,4,2,43,43,43,43
4,2,2,3,3,3,3,3,2,2,4,4,4,4,3,2,2,1988,2,1,1,1,2,60,60,60,60
3,2,2,1,2,2,2,3,3,1,4,3,2,2,3,2,2,1987,2,1,7,3,1,50,50,50,50
3,2,3,3,4,4,4,1,1,1,4,3,3,3,4,4,2,1984,2,2,1,1,3,50,50,50,50
4,3,3,2,3,3,2,2,2,1,4,4,4,4,4,4,2,1985,2,3,2,1,2,70,70,70,70
3,3,3,2,3,2,1,2,2,2,4,4,4,2,4,2,2,1980,2,1,2,4,2,40,40,40,40
3,4,3,1,4,4,4,1,1,3,4,4,4,1,3,2,2,1981,4,1,2,2,3,40,40,40,40
4,3,3,2,2,2,2,2,2,1,4,4,4,3,4,3,2,1979,2,1,7,2,2,60,60,60,60
3,2,3,2,2,2,1,3,3,2,2,2,1,2,2,2,2,1989,2,1,1,1,2,40,40,40,40
3,3,3,2,4,3,2,1,2,2,3,3,4,4,4,3,2,1986,2,1,2,4,2,55,55,55,55
3,3,2,2,4,4,3,2,2,1,4,4,4,4,4,2,2,1987,2,2,4,4,2,50,50,50,50
4,4,4,2,2,3,2,2,2,2,4,3,4,3,3,3,2,1977,2,1,10,4,2,35-40,35-40,40,40
3,3,3,4,4,4,3,2,2,1,3,2,3,2,2,1,2,1960,1,1,3,4,1,40,40,40,40
2,2,2,2,4,3,2,2,2,2,4,2,3,3,3,1,2,1981,2,1,7,3,2,55,55,55,55
4,4,3,2,4,3,2,1,1,1,4,5,4,4,4,4,2,1983,5,3,2,3,1,,#VALUE!,#VALUE!,0
4,3,3,2,3,2,2,3,3,2,4,4,4,3,4,3,1,1961,1,3,2,2,1,60,60,60,60
4,2,4,2,3,2,2,3,3,2,5,4,4,4,4,3,2,1978,1,1,4,2,6,55,55,55,55
3,3,3,2,3,2,2,2,2,3,4,4,4,3,3,3,2,1979,2,1,2,9,1,12,12,12,12
4,3,3,3,4,2,1,3,2,2,3,3,3,2,3,2,2,1985,2,1,2,2,2,50,50,50,50
3,3,2,2,3,3,3,2,2,3,4,4,4,3,3,2,2,1985,2,1,4,4,2,60,60,60,60
3,3,3,1,4,3,1,2,2,3,4,4,4,4,4,3,2,1970,9,1,9,2,3,40,40,40,40
3,1,3,2,3,2,2,2,2,1,4,4,4,4,4,2,2,1988,6,1,2,4,1,60,60,60,60
3,3,3,2,4,3,1,1,1,1,4,4,4,3,4,2,2,1988,2,1,1,1,2,52,52,52,52
2,2,3,4,1,1,1,4,4,2,3,2,1,1,1,2,2,1988,2,1,1,4,1,15,15,15,15
3,2,2,1,4,2,2,1,1,1,4,3,3,3,3,3,2,1982,2,1,2,1,2,60,60,60,60
3,3,3,1,4,3,3,1,1,1,4,4,3,2,4,4,2,1983,5,3,1,4,1,70,70,70,70
3,3,3,2,3,3,3,3,3,2,4,3,3,1,2,2,1,1973,2,2,11,1,4,70,70,70,70
4,4,3,2,3,3,2,1,2,1,4,4,4,4,3,3,2,1988,2,1,2,1,3,80,80,80,80
3,2,2,3,2,1,1,3,3,3,3,4,2,2,3,2,1,1990,2,1,3,4,1,45,45,45,45
3,2,2,3,3,4,3,1,1,2,4,4,4,4,4,4,1,1969,1,1,10,2,6,60,60,60,60
4,4,4,1,4,3,2,1,2,1,5,5,5,4,5,4,2,1984,2,1,2,4,2,60,60,60,60
4,3,3,2,3,3,3,3,3,2,3,3,4,2,2,2,2,1948,1,1,1,2,1,45,45,45,45
4,3,3,1,4,4,4,1,1,1,4,4,4,4,4,3,2,1986,2,1,2,4,1,40,40,40,40
4,3,3,3,3,2,1,3,2,2,4,3,3,2,3,1,2,1987,2,1,10,4,2,50,50,50,50
3,2,3,2,2,3,2,2,2,2,4,3,3,2,3,2,1,1952,1,1,1,2,5,60,60,60,60
4,4,3,2,3,3,3,2,2,2,4,4,4,4,4,4,2,1983,2,1,2,2,2,60,60,60,60
