ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working hours,TRANSLATE,CONVERT,REDONDEAR
3,2,2,1,2,2,2,1,3,1,3,2,4,3,3,2,2,1987,2,1,10,4,1,40,40,40,40
3,3,2,1,4,4,4,1,1,1,5,4,5,4,5,3,2,1978,2,1,10,3,2,ca. 59,approx. 59,59,59
3,3,3,3,3,2,2,3,2,1,5,5,4,5,5,5,2,1986,2,1,10,2,3,50,50,50,50
4,4,3,3,3,2,2,2,3,1,5,4,4,3,4,3,2,1984,2,1,2,4,2,40,40,40,40
3,3,2,1,4,2,3,2,2,1,4,4,3,4,4,3,2,1989,2,1,2,4,2,46,46,46,46
4,3,4,3,4,2,2,2,2,2,4,3,4,4,3,2,2,1986,9,1,2,1,9,38,38,38,38
4,2,2,2,1,2,1,2,3,3,4,4,3,4,4,3,2,1971,1,1,2,1,4,70,70,70,70
2,3,1,2,2,2,1,2,2,3,3,2,3,2,2,1,1,1983,2,1,2,2,1,pauschal 48,flat rate 48,48,48
4,3,3,1,2,3,1,3,2,1,4,2,3,2,4,1,2,1988,2,1,9,4,2,55,55,55,55
2,3,2,3,3,3,1,2,2,1,3,3,2,2,1,1,1,1948,1,2,2,1,1,,#VALUE!,#VALUE!,0
4,3,3,2,3,2,2,2,3,2,4,4,3,4,4,4,2,1990,2,1,15,3,2,50,50,50,50
3,3,3,2,4,2,1,2,2,1,4,3,2,3,3,2,2,1985,2,1,9,3,2,70,70,70,70
3,3,2,3,3,2,2,2,2,1,4,4,4,2,3,2,2,1979,2,1,1,2,2,45,45,45,45
3,2,2,3,3,2,2,3,2,2,3,2,3,2,3,3,2,1986,2,1,9,3,3,40,40,40,40
3,3,2,3,3,1,2,2,3,2,4,3,2,2,2,2,2,1985,2,1,7,4,2,28,28,28,28
4,2,2,2,3,2,2,2,3,2,3,4,2,2,3,2,2,1985,2,1,13,4,2,32,32,32,32
4,3,3,1,3,2,2,2,2,1,4,4,4,4,4,4,2,1986,2,1,2,1,2,70,70,70,70
3,3,3,3,3,2,3,2,3,3,4,3,3,2,2,2,2,1985,2,1,2,1,2,30,30,30,30
4,3,3,2,2,2,2,2,2,1,4,4,4,4,4,2,2,1989,2,1,1,4,2,60,60,60,60
3,3,2,3,3,2,2,3,3,2,5,5,5,4,5,4,2,1988,2,1,11,2,3,45,45,45,45
4,4,4,1,4,3,1,2,1,1,4,4,4,4,4,4,2,1986,2,1,15,3,3,40,40,40,40
3,2,2,2,3,2,1,2,3,2,4,3,2,2,4,2,2,1987,2,1,9,1,1,55,55,55,55
4,3,3,3,3,2,1,2,2,1,4,4,3,2,4,3,2,1974,2,1,1,3,2,40,40,40,40
4,4,4,3,2,3,1,2,3,1,4,3,4,4,4,3,2,1976,2,1,1,2,4,ca 90,approximately 90,90,90
3,2,3,3,2,2,2,2,3,3,3,2,2,2,2,2,1,1986,2,1,10,3,4,50,50,50,50
2,2,2,3,2,2,2,3,3,2,3,3,2,2,2,3,2,1981,4,2,9,1,1,8,8,8,8
3,3,4,2,4,3,2,2,2,2,4,4,4,4,4,3,2,1984,2,1,2,4,1,20,20,20,20
4,4,3,2,2,3,3,2,3,2,4,3,4,3,4,2,2,1978,2,1,9,2,3,Ca. 75,Approximately 75,75,75
3,4,3,1,4,4,4,1,1,2,4,3,4,3,3,3,2,1979,4,2,9,4,3,40,40,40,40
4,4,3,1,4,4,2,1,1,1,4,3,4,4,4,2,2,1987,2,1,9,4,2,38,38,38,38
3,3,2,2,3,2,2,2,2,1,4,3,3,2,2,1,2,1989,2,1,1,1,2,55,55,55,55
3,3,2,3,3,3,2,2,2,1,4,4,4,3,3,2,2,1983,2,1,1,1,2,55,55,55,55
4,3,4,3,2,1,1,3,3,3,4,4,2,2,3,1,2,1976,1,1,9,3,5,70,70,70,70
4,4,4,2,2,2,1,2,3,3,4,4,4,4,4,3,1,1976,1,1,10,3,6,60,60,60,60
4,4,4,1,3,3,2,2,3,1,5,5,4,4,5,4,2,1983,2,1,7,4,2,50-80,50-80,80,80
3,3,2,3,1,1,1,2,3,1,4,3,3,2,3,2,2,1986,2,1,2,4,4,60,60,60,60
4,4,2,2,4,3,2,1,1,1,4,4,5,5,4,3,2,1989,2,1,2,1,2,50,50,50,50
3,2,3,3,1,2,2,3,3,1,3,2,2,2,2,2,2,1987,2,2,2,4,2,60,60,60,60
4,3,4,3,3,2,2,3,3,3,4,4,4,4,4,2,2,1967,2,1,10,4,1,40 - 45,40 - 45,45,45
3,2,3,3,2,1,1,3,3,2,3,3,3,2,3,2,1,1972,1,1,3,1,4,60,60,60,60
4,4,4,3,2,1,1,3,2,1,4,4,4,4,4,3,2,1975,2,1,13,4,3,50,50,50,50
2,2,2,2,3,3,3,2,2,3,4,2,3,2,4,1,2,1978,2,1,1,1,3,41,41,41,41
2,2,3,3,2,2,2,2,3,2,4,4,3,2,3,3,2,1975,1,1,10,2,2,40,40,40,40
3,3,2,3,4,2,1,2,2,3,3,2,3,3,3,2,2,1960,1,2,2,2,4,ca 45,approximately 45,45,45
3,3,3,2,4,1,2,2,2,2,5,4,4,4,4,1,2,1970,1,2,10,1,3,28,28,28,28
2,2,2,2,3,2,1,2,3,2,4,3,4,3,3,4,2,1982,2,1,2,4,2,34,34,34,34
3,3,3,3,3,3,2,3,2,3,4,4,3,4,4,4,2,,2,1,2,1,5,40-42,40-42,42,42
4,4,4,2,3,2,1,2,3,2,3,3,3,2,3,2,2,1969,2,1,2,4,3,5,5,5,5
4,4,4,2,3,2,3,1,2,2,4,4,3,3,4,1,2,1972,2,1,1,1,4,80,80,80,80
3,3,3,2,3,3,2,2,2,2,4,3,4,4,4,3,2,1962,1,2,7,2,3,48,48,48,48
3,3,3,4,2,2,1,3,3,1,3,2,3,2,2,2,2,1978,2,2,2,4,4,45,45,45,45
3,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,1989,5,1,1,1,2,55,55,55,55
4,2,3,3,3,1,1,3,2,1,3,2,2,2,2,2,2,1988,2,1,9,1,2,65,65,65,65
2,3,3,3,2,1,1,3,3,2,4,3,2,2,1,2,2,1958,1,1,10,1,1,20,20,20,20
3,3,3,3,2,2,1,2,3,2,4,4,4,4,4,3,2,1976,1,1,10,2,5,50,50,50,50
3,2,3,2,3,1,1,1,1,1,3,4,3,1,2,1,1,1967,2,1,2,4,3,50,50,50,50
3,3,3,2,1,3,1,2,2,3,4,4,3,3,3,3,2,1964,2,1,9,1,5,45,45,45,45
3,3,2,3,4,3,2,2,2,2,4,3,3,1,2,3,2,1983,2,2,10,2,3,50-60,50-60,60,60
4,2,2,3,2,2,2,2,3,2,4,3,3,3,2,2,1,1988,2,2,9,1,2,50,50,50,50
3,3,2,3,3,1,1,2,3,2,5,4,2,3,3,2,2,1978,1,1,10,4,4,30-40,30-40,40,40
2,1,2,4,3,3,3,3,2,3,1,1,1,1,1,1,1,1961,1,1,8,1,6,60,60,60,60
4,3,2,3,2,1,1,2,3,1,3,3,3,2,2,1,2,1987,2,1,7,4,2,55,55,55,55
2,3,2,3,2,1,2,3,3,2,4,2,3,3,3,2,2,1980,2,1,10,2,2,32,32,32,32
3,4,2,3,3,4,2,2,2,1,4,4,4,4,4,4,2,1953,1,1,2,1,1,40,40,40,40
1,1,2,3,4,1,1,4,4,2,3,1,1,1,1,1,2,1963,1,1,3,4,2,40,40,40,40
2,3,3,3,3,2,2,2,2,2,2,2,3,1,2,2,2,1962,1,1,2,3,3,30,30,30,30
4,4,2,3,3,2,2,3,3,2,4,4,4,1,3,1,1,1963,1,1,3,4,3,55,55,55,55
4,4,4,3,3,2,2,3,2,3,4,3,3,2,3,3,2,1974,2,1,7,1,4,45,45,45,45
4,3,3,1,3,2,2,1,1,1,5,5,4,3,4,5,2,1977,2,1,2,2,2,50,50,50,50
2,2,2,3,2,2,1,3,3,3,3,1,2,2,2,2,1,1972,9,1,1,1,5,45,45,45,45
3,4,4,2,4,4,2,2,2,2,4,3,3,2,3,3,1,1963,2,1,2,1,5,46,46,46,46
3,3,3,1,4,4,3,1,1,2,4,4,4,3,4,4,2,1963,2,1,2,1,4,42,42,42,42
4,3,4,3,2,2,2,2,3,2,5,2,4,4,4,3,2,1983,2,1,9,4,2,40,40,40,40
3,3,2,1,4,2,3,1,1,1,3,3,3,2,3,4,2,1987,2,1,2,4,3,50,50,50,50
3,3,4,2,3,3,2,2,2,1,4,4,4,4,4,4,2,1988,2,1,9,1,2,50-90,50-90,90,90
3,3,3,3,3,2,2,2,2,1,5,4,4,3,4,3,2,1981,1,1,9,1,2,60,60,60,60
2,3,2,3,3,2,2,2,2,3,3,2,2,1,2,1,1,1958,2,1,8,1,4,40,40,40,40
4,3,3,3,2,2,1,3,3,3,3,3,2,1,2,3,2,1983,1,1,9,1,4,65,65,65,65
2,1,1,3,3,3,2,3,2,2,3,2,3,2,2,1,2,1989,2,1,2,4,2,40,40,40,40
3,3,3,3,3,2,1,3,2,3,2,3,2,2,3,2,2,1970,2,1,9,4,4,42,42,42,42
3,3,4,1,4,2,1,3,2,3,3,3,2,1,2,1,2,1966,2,1,2,4,4,40,40,40,40
4,3,3,3,1,1,1,3,3,3,4,3,2,1,3,2,2,1965,1,1,4,2,3,48,48,48,48
4,4,4,3,3,3,2,2,2,1,5,5,4,4,4,4,2,1984,2,1,15,1,2,40,40,40,40
2,3,2,2,3,3,3,2,2,2,4,3,3,2,3,3,1,1963,1,3,10,3,4,50,50,50,50
3,3,4,2,3,2,2,2,2,1,5,5,5,4,4,4,2,1982,2,2,1,4,3,70-90,70-90,90,90
4,4,4,3,4,3,1,4,4,1,4,4,3,3,4,2,2,1963,1,1,13,4,3,60,60,60,60
3,3,3,2,3,3,2,2,3,3,4,3,4,4,2,2,1,1957,1,2,1,2,6,64,64,64,64
3,3,3,2,3,2,1,2,2,2,4,3,2,3,4,2,2,1973,2,1,15,2,4,45-50,45-50,50,50
3,2,3,2,3,2,1,1,2,1,4,4,3,4,4,4,2,1975,2,1,13,4,2,40,40,40,40
2,2,2,3,2,1,2,4,4,2,4,3,2,1,3,1,1,1986,2,1,15,2,3,50,50,50,50
3,3,4,2,3,3,3,1,2,2,4,4,4,4,4,3,2,1970,1,1,10,3,4,45,45,45,45
3,3,2,2,3,2,3,3,2,3,4,4,3,2,4,4,2,1979,2,1,10,4,1,11,11,11,11
4,3,2,2,3,3,4,1,1,2,5,4,4,4,4,3,2,1981,2,2,2,3,2,25,25,25,25
4,3,3,1,4,2,3,1,1,1,5,5,5,5,5,4,2,1985,2,1,1,3,2,60 - 70,60 - 70,70,70
4,4,3,3,4,2,2,3,1,2,3,2,4,2,2,1,2,1979,4,1,2,1,3,40,40,40,40
3,3,4,4,2,2,1,3,3,3,3,3,3,2,2,1,1,1973,2,2,2,4,5,45,45,45,45
4,3,4,2,3,2,2,2,2,2,4,4,4,3,4,3,2,1971,2,1,9,1,2,34,34,34,34
3,3,3,1,3,2,2,2,3,1,3,2,3,1,3,2,1,1986,2,2,9,4,4,55,55,55,55
2,2,1,3,4,1,1,3,3,1,3,3,3,3,3,2,2,1963,2,1,2,2,1,30,30,30,30
3,4,4,2,4,4,4,3,2,1,4,4,4,4,4,4,2,1981,2,3,7,2,1,20,20,20,20
3,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,2,1964,2,1,2,4,4,40,40,40,40
3,3,3,2,2,2,2,3,3,2,4,4,4,3,3,3,2,1982,1,1,2,2,2,50,50,50,50
3,2,2,2,4,2,2,2,3,2,4,3,4,4,4,3,2,1989,2,1,2,1,2,50,50,50,50
4,4,3,1,3,1,2,1,2,2,4,4,4,4,4,3,2,1987,6,2,9,4,2,80,80,80,80
1,2,2,2,2,2,1,3,3,3,3,3,3,2,3,2,2,1979,9,1,7,1,1,12,12,12,12
3,2,3,2,4,3,2,1,2,2,3,3,4,3,3,2,2,1971,2,1,1,2,1,10,10,10,10
4,4,3,3,2,3,1,2,2,1,4,3,4,3,4,3,2,1983,2,2,1,4,3,50,50,50,50
2,2,2,3,2,2,2,2,3,2,3,3,4,3,3,2,2,1969,1,1,13,4,1,30,30,30,30
3,3,4,3,2,2,2,3,3,3,4,4,4,4,4,4,2,1984,2,1,14,2,3,45,45,45,45
2,3,2,3,1,2,3,2,3,2,4,3,4,3,3,2,1,1958,1,1,10,1,6,,#VALUE!,#VALUE!,0
2,2,2,2,3,2,4,2,1,4,4,4,2,1,3,4,2,1980,2,2,4,3,4,44,44,44,44
3,3,3,2,3,2,2,3,2,2,3,3,3,2,3,2,2,1963,2,1,7,2,3,45,45,45,45
2,2,2,3,4,2,2,3,3,3,4,3,2,1,1,2,1,1958,1,1,10,3,5,37,37,37,37
4,4,4,2,2,2,1,2,2,3,4,4,3,2,4,3,1,1960,2,1,9,1,5,50,50,50,50
3,3,3,3,2,2,2,3,3,2,4,3,3,3,4,2,2,1974,1,1,10,4,2,40,40,40,40
3,2,3,3,4,1,1,3,2,1,4,3,3,2,3,2,2,1969,2,1,2,1,2,27,27,27,27
3,3,3,3,2,2,2,3,3,2,4,4,4,4,4,4,2,1964,1,1,9,2,4,60,60,60,60
3,3,3,3,2,2,2,3,3,3,4,4,3,2,3,1,2,1971,2,3,4,4,3,40,40,40,40
3,3,3,2,3,2,2,1,1,1,5,5,5,4,4,4,2,1984,2,1,2,4,2,80,80,80,80
3,3,3,2,3,2,2,2,2,1,4,4,3,3,4,2,2,1989,2,2,2,4,1,50,50,50,50
4,3,4,3,2,1,1,2,3,2,4,3,3,2,2,1,2,1972,1,2,2,3,5,65,65,65,65
2,2,3,2,4,2,2,2,1,1,3,3,3,1,3,2,1,1974,2,1,2,1,3,52,52,52,52
4,3,3,3,1,2,2,4,4,4,4,4,4,2,3,1,2,1966,1,1,2,1,6,50,50,50,50
3,3,2,3,3,2,2,4,3,3,3,2,2,1,1,1,1,1972,2,1,2,1,3,50,50,50,50
3,3,2,1,3,2,1,1,2,1,4,2,3,3,3,2,2,1980,2,1,10,4,2,50,50,50,50
3,3,2,3,1,1,1,4,4,3,4,3,3,2,2,1,1,1956,1,1,10,2,5,60,60,60,60
4,2,3,3,3,3,2,3,3,2,3,3,2,2,3,3,1,1960,2,1,14,1,2,50,50,50,50
3,3,2,2,2,2,2,3,3,2,4,3,3,2,3,2,2,1957,1,2,15,4,3,50,50,50,50
3,3,4,2,2,3,3,2,2,3,4,4,4,2,3,3,2,1973,9,1,2,4,3,30,30,30,30
3,3,3,3,3,2,2,3,2,4,3,2,2,1,1,2,2,1967,2,1,1,3,4,40,40,40,40
3,3,2,3,2,2,1,3,3,3,4,3,2,1,1,1,2,1978,2,1,1,4,4,24,24,24,24
3,2,3,2,4,2,3,1,2,1,4,3,3,3,4,3,2,1973,2,1,4,1,2,40,40,40,40
2,2,2,3,2,2,2,3,3,3,3,2,1,1,1,2,2,1976,2,1,2,4,1,14,14,14,14
1,2,1,3,3,1,1,3,3,3,3,1,1,1,1,1,2,1991,2,1,13,4,2,30,30,30,30
3,3,4,4,3,2,1,3,2,2,4,3,3,2,2,2,2,1980,2,1,2,1,2,28,28,28,28
4,3,3,1,3,3,3,1,1,1,4,3,3,3,3,2,2,1984,5,1,13,4,2,50,50,50,50
3,3,2,3,4,4,3,2,2,1,4,4,4,3,3,3,2,1974,2,1,2,2,2,23,23,23,23
2,4,4,1,4,2,2,1,1,1,5,3,3,3,4,2,2,1988,2,1,7,3,1,105,105,105,105
2,4,3,3,3,2,1,3,3,2,3,2,3,2,2,2,2,1965,1,1,15,1,3,30 - 35,30 - 35,35,35
3,1,2,3,3,2,1,3,3,1,3,3,2,1,1,1,2,1979,2,1,7,4,1,36,36,36,36
3,4,4,2,3,3,1,2,2,2,4,4,4,4,4,3,2,1979,2,1,1,4,3,35,35,35,35
2,2,1,2,4,3,2,2,2,2,4,4,5,3,4,3,2,1965,2,2,9,1,2,40,40,40,40
3,3,3,2,3,3,1,2,2,1,5,4,4,4,4,3,2,1982,2,1,2,4,3,40-50,40-50,50,50
3,3,3,2,4,2,1,2,3,2,4,2,3,2,2,1,1,1962,2,2,1,3,1,45,45,45,45
3,4,4,2,3,3,2,1,2,1,5,5,5,4,5,4,2,1963,1,1,11,3,2,50,50,50,50
3,3,2,1,3,2,2,2,2,1,4,3,2,2,2,2,2,1987,2,1,15,3,2,50,50,50,50
3,3,4,3,2,3,1,3,3,4,2,3,1,1,2,2,1,1965,2,1,10,4,6,45,45,45,45
3,4,2,1,4,4,1,1,1,1,5,5,4,3,4,2,2,1980,2,1,15,4,4,42,42,42,42
3,3,3,2,4,4,2,2,2,3,4,4,3,3,3,2,1,1965,1,1,4,3,6,60-70,60-70,70,70
3,3,2,3,2,2,2,3,2,3,3,4,2,1,2,2,2,1981,2,2,2,4,1,25,25,25,25
2,3,3,3,1,2,2,3,3,3,2,1,2,1,2,1,1,1966,1,1,2,1,6,50 - 60,50 - 60,60,60
3,3,3,4,4,1,2,3,3,1,4,4,4,4,4,2,2,1968,1,1,7,2,2,45,45,45,45
3,2,3,3,4,3,2,2,2,2,4,3,2,2,3,2,2,1983,2,2,2,4,2,40,40,40,40
3,4,3,3,3,1,1,2,3,3,4,4,4,2,4,3,2,1979,2,1,10,1,3,46,46,46,46
4,4,4,4,2,3,2,3,2,3,4,4,4,4,4,2,2,1972,9,2,2,2,5,42,42,42,42
4,2,3,3,2,2,2,3,3,1,4,4,4,4,4,2,2,1974,1,2,13,1,2,50,50,50,50
3,3,4,3,3,2,1,2,2,2,4,4,4,4,4,4,2,1976,2,1,9,1,3,40 bis 50,40 to 50,50,50
3,2,2,3,3,2,2,3,2,2,4,3,3,3,3,3,2,1973,1,1,10,2,1,50-60,50-60,60,60
3,3,3,3,4,3,1,1,1,1,3,3,3,3,4,2,2,1986,5,1,3,4,2,50,50,50,50
4,4,4,2,1,2,1,1,3,3,4,4,2,1,3,4,2,1979,9,1,10,1,3,50,50,50,50
4,4,3,3,3,4,3,2,2,2,4,4,4,4,4,4,1,1967,9,1,2,4,1,30,30,30,30
4,3,3,2,2,2,3,2,2,3,4,4,4,3,4,3,2,1986,2,1,9,4,2,50,50,50,50
3,3,3,3,2,2,2,3,3,3,4,4,4,3,4,3,2,1970,1,1,10,1,4,50,50,50,50
2,2,2,3,3,2,3,3,2,1,3,2,2,1,2,1,2,1989,2,1,13,4,2,50,50,50,50
3,2,2,3,3,2,2,3,3,3,4,4,3,3,3,3,2,1984,2,1,2,1,1,3,3,3,3
3,3,3,3,1,1,1,3,4,3,3,3,1,2,2,1,1,1958,1,1,2,2,6,60-80,60-80,80,80
2,3,3,4,2,2,1,3,3,2,4,3,1,1,2,1,2,1990,2,1,2,2,1,47,47,47,47
3,4,4,3,2,2,2,4,3,4,4,3,4,3,3,2,2,1978,2,1,10,3,4,45,45,45,45
3,4,2,4,3,3,1,3,3,3,4,3,4,2,3,2,2,1971,2,1,15,1,3,32,32,32,32
3,2,3,4,1,1,1,3,4,2,3,2,2,1,1,1,2,1984,1,1,15,2,2,50,50,50,50
3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,2,1982,2,2,13,4,3,60,60,60,60
3,3,3,3,3,2,2,2,3,2,4,4,4,3,4,3,2,1983,2,1,14,1,2,40-48,40-48,48,48
4,4,3,2,2,3,2,2,1,1,4,3,3,3,4,4,2,1985,2,1,2,2,2,30,30,30,30
3,3,2,3,3,1,1,2,2,1,4,4,3,3,3,3,2,1984,2,1,2,1,2,Circa 90,Approximately 90,90,90
4,3,4,1,4,3,1,1,1,3,4,1,5,4,5,3,2,1968,2,1,14,4,3,40,40,40,40
3,3,3,1,3,2,2,2,2,2,4,3,3,2,2,2,2,1988,2,1,1,2,3,60,60,60,60
2,4,3,3,2,2,1,4,4,2,4,4,4,2,3,3,2,1987,2,2,10,4,5,60,60,60,60
3,4,4,4,3,1,1,3,3,3,3,3,3,2,2,1,2,1970,2,1,10,2,3,35,35,35,35
3,3,2,3,2,2,1,3,3,3,3,3,3,3,3,2,2,1982,2,1,2,1,3,50,50,50,50
3,3,3,2,3,2,2,2,3,2,4,3,3,3,4,2,2,1978,2,1,15,1,2,50,50,50,50
3,3,3,3,2,2,2,3,3,2,4,3,3,3,3,2,2,1984,2,1,2,1,4,50,50,50,50
4,4,4,2,3,3,1,3,3,2,4,4,4,4,4,2,1,1965,2,1,1,3,5,,#VALUE!,#VALUE!,0
3,4,3,2,2,2,1,2,3,3,4,3,3,3,4,3,1,1967,2,1,14,4,4,45,45,45,45
3,3,3,2,3,2,2,3,2,2,4,3,3,2,2,1,2,1975,2,3,10,3,2,35,35,35,35
3,3,2,3,3,2,2,3,2,2,3,3,2,1,1,1,2,1959,1,1,8,1,3,25,25,25,25
2,2,2,3,4,2,2,2,2,2,4,4,2,3,3,3,2,1976,2,1,7,1,3,40,40,40,40
2,2,2,3,2,1,1,3,3,2,3,3,2,1,2,1,2,1991,2,1,10,4,2,40,40,40,40
3,3,4,2,3,2,1,2,1,1,5,4,4,4,5,3,2,1968,1,1,8,1,3,60,60,60,60
3,3,2,3,4,3,2,2,2,1,4,2,3,3,4,3,2,1962,2,1,14,3,5,60,60,60,60
4,3,3,3,2,1,1,3,3,3,4,3,3,2,3,2,2,1978,2,1,14,3,3,45,45,45,45
2,3,2,3,3,2,2,3,2,2,3,3,3,2,2,2,2,1985,2,1,10,2,2,50,50,50,50
2,2,3,3,2,2,1,3,2,4,3,3,3,2,2,2,2,1974,2,2,1,3,2,"20,5",20.5,20.5,21
4,4,4,2,2,3,2,2,2,1,3,3,4,4,3,3,2,1984,2,1,7,3,3,48,48,48,48
3,3,3,1,3,3,3,1,1,3,4,3,5,4,5,2,2,1983,2,1,1,2,3,50-80,50-80,80,80
3,3,3,3,2,2,1,3,3,3,4,3,3,2,2,2,1,1978,2,1,7,2,6,50,50,50,50
3,4,3,2,3,3,3,2,2,1,3,3,4,2,3,3,1,1984,2,1,8,2,6,60,60,60,60
2,2,2,4,1,1,2,3,4,3,3,3,2,1,2,2,2,1975,2,1,7,2,2,20,20,20,20
2,2,2,2,2,2,3,2,2,3,5,5,5,3,5,5,2,1978,2,1,11,2,2,32,32,32,32
3,3,4,2,4,4,4,1,1,1,3,3,3,2,3,3,2,1982,5,2,7,1,2,,#VALUE!,#VALUE!,0
3,3,2,3,3,2,2,3,3,3,4,4,4,3,3,3,2,1971,2,2,7,3,2,20,20,20,20
3,2,3,2,3,2,2,1,3,1,4,3,3,3,3,2,1,1963,9,1,7,4,1,10,10,10,10
3,3,4,3,2,1,1,2,3,2,4,4,3,3,4,2,2,1969,1,1,7,2,3,25,25,25,25
3,3,3,2,3,3,3,2,2,3,4,3,2,2,2,3,2,1977,2,1,1,4,1,50,50,50,50
3,2,2,4,1,1,1,4,4,4,2,2,1,1,1,1,1,1946,7,3,2,4,5,,#VALUE!,#VALUE!,0
4,3,3,2,3,1,2,2,2,2,3,3,2,2,2,5,2,1979,2,1,7,1,2,30,30,30,30
2,1,2,3,4,2,1,3,2,1,3,3,4,4,3,4,2,1975,2,2,7,3,2,35,35,35,35
1,1,1,2,4,4,4,2,1,1,4,3,2,2,3,1,2,1966,1,1,7,3,2,38,38,38,38
3,3,3,3,2,2,1,3,3,3,2,1,1,1,1,1,1,1975,2,1,7,4,5,42,42,42,42
3,3,3,2,4,3,2,2,2,3,2,2,2,1,2,1,1,1960,2,1,7,1,6,45,45,45,45
2,3,3,2,3,3,2,3,2,4,5,3,4,4,4,2,2,1977,9,1,7,3,4,43,43,43,43
2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,1,2,1963,1,1,7,3,3,40,40,40,40
3,4,4,3,3,2,3,3,2,2,4,3,2,2,3,3,2,1974,2,1,7,3,3,42,42,42,42
2,2,2,1,1,2,2,2,3,2,2,3,3,2,2,1,2,1966,1,1,7,3,2,40,40,40,40
2,3,3,3,3,2,1,3,2,1,4,3,2,2,3,2,2,1984,1,1,7,3,2,40,40,40,40
3,3,2,3,3,2,2,3,2,1,3,3,4,3,4,2,2,1983,4,1,2,1,2,47,47,47,47
3,3,3,3,2,2,2,2,3,3,4,4,4,4,4,4,2,1985,2,1,10,2,3,55,55,55,55
2,3,2,2,4,2,2,3,3,3,3,2,2,1,2,2,1,1960,2,1,3,4,6,45,45,45,45
3,3,2,2,3,2,2,2,3,1,3,3,3,4,4,4,2,1988,2,2,7,3,2,70,70,70,70
3,3,3,3,3,2,1,2,2,2,4,4,4,4,4,3,2,1970,2,1,7,4,3,35,35,35,35
3,3,3,2,3,3,2,1,2,2,5,5,5,5,5,4,2,1981,2,1,7,1,2,30,30,30,30
3,3,3,2,2,2,1,3,3,2,2,2,3,3,3,1,2,1981,2,1,1,4,4,58,58,58,58
3,3,4,2,3,3,1,3,3,2,2,2,2,1,1,1,1,1969,9,1,7,3,5,50,50,50,50
2,2,2,3,3,2,1,2,2,2,3,3,2,1,1,1,2,1983,2,1,7,1,2,22,22,22,22
4,3,3,3,2,3,2,2,3,2,4,3,3,2,2,2,2,1988,2,2,16,3,3,45-60,45-60,60,60
4,3,3,2,3,2,2,2,2,1,4,4,4,4,4,4,2,1968,2,1,7,2,3,45,45,45,45
4,4,4,2,3,2,1,2,3,2,4,4,4,4,4,3,2,1974,1,1,7,2,3,40,40,40,40
3,3,3,4,1,1,1,4,4,2,3,1,2,1,2,1,2,1969,1,1,7,2,3,50,50,50,50
3,3,3,3,2,2,3,3,3,3,4,3,3,2,2,1,2,1987,2,1,1,3,3,42,42,42,42
1,2,1,3,2,3,1,3,3,2,2,2,1,1,1,1,1,1964,1,1,10,3,6,40,40,40,40
3,2,3,2,1,1,4,2,4,1,4,3,1,1,2,2,1,1987,9,2,7,3,2,45,45,45,45
2,2,2,3,2,1,1,3,3,2,3,1,1,1,2,1,2,1974,2,1,7,3,3,26,26,26,26
3,1,3,3,2,2,1,3,2,2,5,5,4,3,3,3,2,1980,1,1,7,4,1,30,30,30,30
4,4,4,2,4,3,2,1,1,2,4,3,3,2,3,2,2,1966,2,2,2,1,4,46,46,46,46
4,3,4,2,3,3,2,3,2,2,3,4,3,3,4,3,2,1966,2,2,7,3,3,30,30,30,30
3,3,3,3,4,2,2,2,1,1,4,4,4,4,4,3,2,1988,2,2,7,2,2,60,60,60,60
3,3,2,3,3,2,1,2,2,1,4,3,2,4,4,2,2,1985,2,1,2,2,2,40,40,40,40
3,2,3,2,3,1,1,2,2,2,2,2,3,1,1,1,2,1981,9,2,7,2,3,60,60,60,60
2,3,2,3,3,1,1,4,3,3,3,3,1,1,2,1,2,1986,2,1,7,1,3,45,45,45,45
1,2,2,3,1,1,1,3,3,3,2,2,2,1,2,2,1,1973,2,1,7,3,5,45-50,45-50,50,50
2,3,4,3,3,2,1,3,3,3,4,3,2,1,2,2,2,1974,2,1,2,4,5,42,42,42,42
2,3,3,3,2,1,2,3,3,3,4,3,2,2,3,2,2,1986,2,1,14,3,3,40,40,40,40
2,3,3,3,2,2,1,3,3,3,3,3,2,1,2,1,2,1956,2,1,7,3,5,41,41,41,41
3,3,4,3,1,3,1,2,3,3,3,3,3,2,3,2,1,1957,1,1,7,2,6,70,70,70,70
3,4,4,3,4,3,1,2,3,4,4,4,4,4,4,2,2,1965,2,1,2,2,4,45,45,45,45
3,3,3,2,3,3,2,2,2,2,4,3,3,2,4,2,2,1961,9,1,7,2,3,40,40,40,40
3,3,3,2,4,3,2,2,2,1,4,4,3,4,4,3,2,1979,4,1,7,1,4,,#VALUE!,#VALUE!,0
4,3,2,1,4,2,3,2,2,2,4,3,2,1,2,1,2,1968,2,1,9,3,2,40,40,40,40
2,3,3,4,3,1,4,4,3,3,3,3,2,1,1,1,2,1985,3,1,2,1,4,40,40,40,40
