ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Female,1986.0,Unemployed by Choice,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,60,40.0,33.3,0
Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Seldom,Seldom,Sometimes,Always,Seldom,Often,Male,1956.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,5. 4000 to 5000 eur,45,70.0,50.0,1
Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Sometimes,Often,Often,Always,Always,Always,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,2. 1000 to 2000 eur,60,39.0,83.3,1
Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Often,Female,1990.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,60,36.0,29.2,0
Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,40.0,41.7,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,1. less than 1000 eur,70,62.0,58.3,1
Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Male,1953.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,1. less than 1000 eur,40,73.0,66.7,1
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,40,40.0,37.5,0
Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Seldom,Female,1983.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,41,43.0,33.3,0
Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Never,Never,Never,Seldom,Seldom,Seldom,Female,1954.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,60,72.0,12.5,0
Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Seldom,Always,Often,Always,Male,1982.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,4. 3000 to 4000 eur,64,44.0,62.5,1
Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Female,1963.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,40,63.0,58.3,1
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Seldom,Seldom,Often,Sometimes,Seldom,Seldom,Male,1966.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,50,60.0,37.5,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,70,40.0,25.0,0
Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sometimes,Often,Sometimes,Often,Often,Always,Female,1990.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,75,36.0,70.8,1
Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,Always,Often,Always,Female,1956.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,1. less than 1000 eur,20,70.0,75.0,1
Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Female,1968.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,5. 4000 to 5000 eur,55,58.0,37.5,0
Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Never,Sometimes,Female,1980.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,60,46.0,8.3,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1977.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,2. 1000 to 2000 eur,40,49.0,41.7,0
Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Seldom,Seldom,Seldom,Often,Sometimes,Often,Female,1978.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,27,48.0,45.8,0
Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Often,Sometimes,Sometimes,Often,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,55,40.0,50.0,1
Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Seldom,Never,Never,Seldom,Never,Seldom,Female,1963.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,1. less than 1000 eur,80,63.0,12.5,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Always,Sometimes,Often,Female,1972.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,50,54.0,58.3,1
Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Never,Seldom,Seldom,Seldom,Sometimes,Female,1983.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,53,43.0,25.0,0
Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1962.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,1. less than 1000 eur,30,64.0,25.0,0
Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1972.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,50,54.0,45.8,0
Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,40,62.0,33.3,0
Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Often,Always,Sometimes,Often,Female,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,40,67.0,58.3,1
Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Male,1965.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,75,61.0,41.7,0
Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Sometimes,Often,Sometimes,Often,Often,Always,Female,1983.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,35,43.0,70.8,1
Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Sometimes,Often,Often,Always,Always,Always,Male,1961.0,Employed,Small Animal Medicine,Hamburg,5000 pop. aprox.,5. 4000 to 5000 eur,50,65.0,83.3,1
Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Female,1966.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,40,60.0,54.2,1
Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Often,Often,Often,Often,Often,Male,1961.0,Self-Employed,Small Animal Medicine,Hamburg,5000 pop. aprox.,2. 1000 to 2000 eur,36,65.0,75.0,1
Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Often,Seldom,Often,Sometimes,Always,Male,1959.0,Self-Employed,Horses,Hamburg,100000 pop. aprox.,5. 4000 to 5000 eur,50,67.0,58.3,1
Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Always,Often,Male,1953.0,Retired,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,35,73.0,79.2,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Seldom,Sometimes,Seldom,Often,Often,Often,Female,1960.0,Self-Employed,Horses,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,60,66.0,54.2,1
Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Often,Often,Sometimes,Always,Female,1983.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,60,43.0,66.7,1
Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Seldom,Sometimes,Always,Always,Often,Male,1987.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,66.7,1
Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Often,Always,Often,Always,Often,Always,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,60,62.0,87.5,1
Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1990.0,Other,Small Animal Medicine,Hamburg,100000 pop. aprox.,1. less than 1000 eur,40,36.0,45.8,0
Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Often,Seldom,Sometimes,Seldom,Sometimes,Female,1977.0,Currently looking for a job,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,1. less than 1000 eur,0,49.0,41.7,0
Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Often,Often,Often,Always,Often,Often,Female,1967.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,40,59.0,79.2,1
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Sometimes,Often,Often,Often,Male,1958.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,50,68.0,66.7,1
Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1988.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,60,38.0,45.8,0
Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1976.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,1. less than 1000 eur,25,50.0,54.2,1
Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,25,62.0,33.3,0
Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1962.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,30,64.0,25.0,0
Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1955.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,40,71.0,58.3,1
Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Male,1954.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,5. 4000 to 5000 eur,60,72.0,33.3,0
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1983.0,Unemployed by Choice,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,43.0,75.0,1
Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1963.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,40,63.0,50.0,1
Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Female,1971.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,55.0,58.3,1
Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Often,Often,Often,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,55,39.0,62.5,1
Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Often,Often,Sometimes,Often,Often,Often,Female,1961.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,50,65.0,70.8,1
Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Often,Often,Always,Always,Always,Female,1985.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,45,41.0,83.3,1
Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1952.0,Retired,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,60,74.0,33.3,0
Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Often,Sometimes,Female,1976.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,17,50.0,54.2,1
Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Sometimes,Sometimes,Seldom,Often,Sometimes,Sometimes,Female,1977.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,40,49.0,50.0,1
Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Always,Female,1980.0,Employed,Horses,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,46.0,37.5,0
Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Often,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,38.0,41.7,0
Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Always,Always,Always,Sometimes,Always,Male,1956.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,5. 4000 to 5000 eur,55,70.0,83.3,1
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1973.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,53.0,41.7,0
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Often,Often,Often,Male,1989.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,4. 3000 to 4000 eur,48,37.0,66.7,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Sometimes,Often,Often,Often,Female,1983.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,40,43.0,58.3,1
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Female,1969.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,57.0,58.3,1
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Always,Often,Often,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,40,46.0,70.8,1
Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,40,62.0,29.2,0
Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1974.0,Currently looking for a job,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,4. 3000 to 4000 eur,43,52.0,33.3,0
Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,Always,Always,Always,Male,1965.0,Self-Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,6. more than 5000 eur,60,61.0,79.2,1
Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Often,Sometimes,Often,Sometimes,Often,Female,1979.0,Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,40,47.0,58.3,1
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Male,1963.0,Self-Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,4. 3000 to 4000 eur,70,63.0,58.3,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Male,1980.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,4. 3000 to 4000 eur,70,46.0,66.7,1
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,Always,Often,Always,Female,1974.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,45,52.0,75.0,1
Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Always,Often,Often,Female,1991.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,2. 1000 to 2000 eur,35,35.0,66.7,1
Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1963.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,1. less than 1000 eur,60,63.0,33.3,0
Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Always,Male,1983.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,40,43.0,62.5,1
Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1977.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,20,49.0,50.0,1
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1983.0,Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,4. 3000 to 4000 eur,46,43.0,75.0,1
Disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Always,Always,Male,1972.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,80,54.0,79.2,1
Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Female,1962.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,1. less than 1000 eur,30,64.0,58.3,1
