ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Often,Female,1986.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,50,40.0,37.5,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1984.0,Employed,Horses,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,60,42.0,29.2,0
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Never,Seldom,Seldom,Sometimes,Female,1988.0,Parental Leave,Horses,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,60,38.0,25.0,0
Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Often,Seldom,Sometimes,Female,1974.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,20,52.0,37.5,0
Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1953.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,50,73.0,25.0,0
Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Saxony (Sachsen),50000 pop. aprox.,2. 1000 to 2000 eur,50,38.0,37.5,0
Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Often,Often,Often,Female,1962.0,Self-Employed,Farm Animals,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,50,64.0,62.5,1
Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1962.0,Employed,Horses,Saxony-Anhalt,5000 pop. aprox.,3. 2000 to 3000 eur,50,64.0,41.7,0
Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Never,Never,Never,Often,Seldom,Seldom,Male,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,6. more than 5000 eur,80,68.0,20.8,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Often,Sometimes,Often,Sometimes,Seldom,Female,1958.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,6. more than 5000 eur,43,68.0,54.2,1
Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1978.0,Self-Employed,Horses,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,80,48.0,45.8,0
Strongly agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1968.0,Medical Leave,Mixed practice,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,50,58.0,25.0,0
Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1961.0,Other,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,4. 3000 to 4000 eur,50,65.0,45.8,0
Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Seldom,Sometimes,Often,Often,Often,Sometimes,Male,1977.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,4. 3000 to 4000 eur,40,49.0,58.3,1
Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Often,Often,Often,Sometimes,Often,Female,1985.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,3. 2000 to 3000 eur,41,41.0,66.7,1
Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Often,Sometimes,Sometimes,Always,Often,Always,Male,1965.0,Self-Employed,Farm Animals,Saxony (Sachsen),50000 pop. aprox.,6. more than 5000 eur,70,61.0,75.0,1
Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Male,1981.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,3. 2000 to 3000 eur,41,45.0,33.3,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Female,1978.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,35,48.0,33.3,0
Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Seldom,Seldom,Seldom,Never,Never,Seldom,Female,1987.0,Unemployed by Choice,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,3. 2000 to 3000 eur,55,39.0,16.7,0
Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Always,Female,1981.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,41,45.0,54.2,1
Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Seldom,Often,Sometimes,Often,Sometimes,Often,Male,1963.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,5. 4000 to 5000 eur,45,63.0,58.3,1
Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Male,1953.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,1. less than 1000 eur,50,73.0,41.7,0
Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1973.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,28,53.0,25.0,0
Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Seldom,Often,Sometimes,Sometimes,Male,1978.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,3. 2000 to 3000 eur,42,48.0,50.0,1
Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Sometimes,Often,Sometimes,Always,Often,Always,Female,1969.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,40,57.0,75.0,1
Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Sometimes,Often,Male,1969.0,Employed,Horses,Brandenburg,5000 pop. aprox.,4. 3000 to 4000 eur,50,57.0,66.7,1
Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Sometimes,Often,Always,Always,Sometimes,Male,1957.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,40,69.0,66.7,1
Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Male,1969.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,40,57.0,50.0,1
Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1982.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,4. 3000 to 4000 eur,50,44.0,45.8,0
Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Often,Sometimes,Always,Male,1960.0,Self-Employed,Small Animal Medicine,Hessen,20000 pop. aprox.,6. more than 5000 eur,50,66.0,50.0,1
Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Male,1964.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,40,62.0,58.3,1
Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Male,1964.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,20,62.0,50.0,1
Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Sometimes,Sometimes,Always,Often,Often,Male,1969.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,4. 3000 to 4000 eur,45,57.0,62.5,1
Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Female,1981.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,2. 1000 to 2000 eur,21,45.0,50.0,1
Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1961.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),20000 pop. aprox.,3. 2000 to 3000 eur,65,65.0,33.3,0
Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Sometimes,Sometimes,Often,Always,Always,Often,Male,1967.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,60,59.0,75.0,1
Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Always,Sometimes,Always,Male,1953.0,Employed,Horses,Rheinland-Pfalz,5000 pop. aprox.,5. 4000 to 5000 eur,30,73.0,66.7,1
Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Sometimes,Always,Often,Always,Male,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,55,67.0,79.2,1
Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1975.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,40,51.0,58.3,1
Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1954.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,50,72.0,29.2,0
Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Sometimes,Often,Often,Often,Often,Often,Female,1965.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,2. 1000 to 2000 eur,30,61.0,70.8,1
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Often,Often,Male,1956.0,Employed,Horses,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,60,70.0,70.8,1
Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Female,1969.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,4. 3000 to 4000 eur,40,57.0,54.2,1
Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Female,1970.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,5. 4000 to 5000 eur,45,56.0,37.5,0
Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Sometimes,Often,Always,Sometimes,Often,Female,1979.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,47.0,62.5,1
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Often,Sometimes,Often,Female,1974.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,6. more than 5000 eur,42,52.0,70.8,1
Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1975.0,Employed,Small Animal Medicine,Saxony-Anhalt,20000 pop. aprox.,4. 3000 to 4000 eur,40,51.0,45.8,0
Strongly agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Often,Sometimes,Often,Always,Always,Always,Female,1990.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,60,36.0,83.3,1
Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Often,Often,Female,1981.0,Currently looking for a job,Small Animal Medicine,Bavaria,20000 pop. aprox.,4. 3000 to 4000 eur,44,45.0,50.0,1
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Often,Often,Sometimes,Often,Female,1982.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,1. less than 1000 eur,10,44.0,58.3,1
Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Never,Seldom,Never,Seldom,Seldom,Seldom,Male,1963.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,4. 3000 to 4000 eur,40,63.0,16.7,0
Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Always,Female,1968.0,Employed,Small Animal Medicine,Hessen,5000 pop. aprox.,5. 4000 to 5000 eur,55,58.0,50.0,1
Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Often,Seldom,Never,Never,Seldom,Female,1974.0,Employed,Small Animal Medicine,Berlin,50000 pop. aprox.,3. 2000 to 3000 eur,42,52.0,29.2,0
Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Always,Always,Often,Female,1977.0,Employed,Horses,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,40,49.0,70.8,1
Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Seldom,Sometimes,Seldom,Seldom,Seldom,Seldom,Male,1971.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,4. 3000 to 4000 eur,50,55.0,29.2,0
Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Sometimes,Sometimes,Often,Female,1968.0,Other,Small Animal Medicine,Saxony-Anhalt,5000 pop. aprox.,1. less than 1000 eur,40,58.0,54.2,1
Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1960.0,Employed,Small Animal Medicine,Saxony-Anhalt,20000 pop. aprox.,4. 3000 to 4000 eur,50,66.0,41.7,0
Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1979.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,3. 2000 to 3000 eur,40,47.0,41.7,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1987.0,Employed,Horses,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,60,39.0,50.0,1
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,55,39.0,41.7,0
Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Female,1971.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,25,55.0,37.5,0
Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Male,1953.0,Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,4. 3000 to 4000 eur,43,73.0,37.5,0
Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Often,Sometimes,Sometimes,Sometimes,Female,1986.0,Other,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,40,40.0,45.8,0
Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Always,Female,1991.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,2. 1000 to 2000 eur,0,35.0,62.5,1
Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Seldom,Often,Always,Always,Seldom,Sometimes,Female,1991.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,2. 1000 to 2000 eur,30,35.0,62.5,1
Agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1987.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,70,39.0,41.7,0
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1963.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,4. 3000 to 4000 eur,45,63.0,29.2,0
Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1981.0,Employed,Horses,Niedersachsen,50000 pop. aprox.,2. 1000 to 2000 eur,50,45.0,29.2,0
Strongly agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1987.0,Unemployed by Choice,Small Animal Medicine,Hessen,20000 pop. aprox.,2. 1000 to 2000 eur,30,39.0,45.8,0
Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Never,Seldom,Seldom,Sometimes,Female,1979.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,60,47.0,25.0,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Hessen,5000 pop. aprox.,3. 2000 to 3000 eur,60,40.0,29.2,0
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Female,1989.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,43,37.0,37.5,0
Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Sometimes,Often,Female,1988.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,60,38.0,37.5,0
Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Sometimes,Often,Often,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,Hessen,50000 pop. aprox.,1. less than 1000 eur,50,39.0,58.3,1
Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Female,1984.0,Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,50,42.0,37.5,0
Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1985.0,Employed,Farm Animals,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,70,41.0,25.0,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Often,Seldom,Often,Female,1980.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,40,46.0,41.7,0
Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Seldom,Seldom,Seldom,Always,Sometimes,Often,Female,1981.0,Currently looking for a job,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,45.0,50.0,1
Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1979.0,Employed,Small Animal Medicine,Hessen,20000 pop. aprox.,2. 1000 to 2000 eur,60,47.0,33.3,0
Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Often,Often,Always,Often,Often,Often,Female,1989.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,40,37.0,79.2,1
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,55,40.0,37.5,0
Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1987.0,Employed,Horses,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,33.3,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1977.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,40,49.0,41.7,0
Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Sometimes,Often,Sometimes,Often,Often,Always,Female,1960.0,Self-Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,1. less than 1000 eur,40,66.0,70.8,1
Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Often,Sometimes,Sometimes,Sometimes,Always,Female,1981.0,Employed,Small Animal Medicine,Hessen,50000 pop. aprox.,2. 1000 to 2000 eur,55,45.0,58.3,1
Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Female,1983.0,Parental Leave,Farm Animals,Bavaria,50000 pop. aprox.,1. less than 1000 eur,0,43.0,20.8,0
Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1961.0,Self-Employed,Farm Animals,Bavaria,20000 pop. aprox.,1. less than 1000 eur,60,65.0,33.3,0
Strongly agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1978.0,Self-Employed,Small Animal Medicine,Brandenburg,20000 pop. aprox.,6. more than 5000 eur,55,48.0,25.0,0
Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1985.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,50,41.0,58.3,1
Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1985.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,60,41.0,41.7,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1970.0,Other,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,3. 2000 to 3000 eur,40,56.0,29.2,0
Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1988.0,Working in a non-veterinarian field,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,60,38.0,33.3,0
