ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
2,3,2,3,2,2,2,3,3,3,50,75,75,75,75,100,2,1989.0,2,1,2,4,2,40,75.0,1
2,3,2,3,3,2,2,3,3,1,50,50,50,75,75,75,2,1952.0,1,1,2,4,1,25,62.5,0
4,3,4,1,4,2,3,2,2,1,25,25,25,25,25,25,2,1989.0,2,1,2,1,2,65,25.0,0
3,4,2,2,3,2,4,2,3,1,25,25,25,50,25,50,1,1984.0,2,1,3,4,2,60,33.33,0
3,3,4,3,4,2,4,1,1,3,25,25,25,75,50,100,2,1973.0,2,1,3,4,3,42,50.0,0
3,2,4,4,3,2,1,4,1,3,25,50,75,75,25,100,1,1986.0,2,1,2,1,4,50,58.33,0
3,3,3,2,3,2,2,2,2,2,25,25,50,50,50,50,2,1972.0,2,1,2,2,3,60,41.67,0
3,3,3,3,3,2,1,2,2,3,50,75,50,50,75,100,1,1979.0,2,1,3,4,3,50,66.67,1
2,2,2,2,3,3,2,3,2,1,25,50,25,50,25,75,2,0.0,1,1,2,1,1,65,41.67,0
3,3,3,3,1,1,1,3,3,3,25,25,50,50,50,75,2,1965.0,2,1,3,4,4,60,45.83,0
3,4,4,3,2,2,2,2,2,2,50,50,75,75,50,75,2,1965.0,9,1,2,1,1,50,62.5,0
3,4,2,3,2,2,1,3,3,2,25,50,75,75,75,75,2,1965.0,1,1,10,3,1,40,62.5,0
3,4,3,4,2,1,1,4,3,4,25,50,75,75,75,50,2,1986.0,2,1,3,4,3,50,58.33,0
3,2,2,2,4,2,3,3,2,3,25,50,75,75,50,100,2,1966.0,2,1,2,1,3,50,62.5,0
3,2,2,3,1,2,1,3,3,3,25,50,50,100,50,75,1,1956.0,1,1,2,1,6,70,58.33,0
3,2,3,3,3,3,3,3,2,2,25,75,25,75,50,75,1,1962.0,1,1,2,1,5,50,54.17,0
2,3,2,2,2,2,3,3,3,4,25,25,50,100,50,75,2,1986.0,2,2,2,2,3,46,54.17,0
3,3,4,2,3,2,3,1,1,2,25,75,75,75,75,100,2,1979.0,2,2,3,1,2,40,70.83,1
3,3,2,3,2,3,3,2,2,3,25,50,50,50,50,50,2,1975.0,2,1,3,4,3,32,45.83,0
3,2,4,1,2,1,1,3,3,3,50,25,75,75,50,75,1,1974.0,9,1,2,4,5,60,58.33,0
2,2,2,4,2,3,3,3,3,2,75,75,100,100,75,75,1,1944.0,1,1,2,1,6,60,83.33,1
3,3,3,3,2,2,2,2,3,4,25,25,50,50,50,75,2,1973.0,2,1,4,1,3,40,45.83,0
3,3,3,2,3,2,1,4,3,3,25,75,50,100,50,100,2,1971.0,9,1,9,3,4,50,66.67,1
2,2,3,3,2,2,1,3,3,3,50,50,50,100,50,50,2,1969.0,1,2,2,1,1,40,58.33,0
3,3,3,3,3,2,2,3,2,2,25,25,50,75,50,50,2,1977.0,1,1,2,2,3,48,45.83,0
3,2,3,4,2,2,2,3,3,2,50,50,75,75,100,100,2,1984.0,2,1,15,2,2,32,75.0,1
4,3,3,2,2,2,2,2,3,2,25,25,50,75,25,75,1,1968.0,1,1,2,3,5,50,45.83,0
1,2,2,3,3,2,2,3,2,3,50,50,75,100,100,75,1,1963.0,9,1,2,4,1,40,75.0,1
4,4,3,2,3,3,4,2,2,2,25,25,25,25,25,25,2,1982.0,2,1,3,4,3,50,25.0,0
3,3,3,3,3,2,2,2,2,2,25,25,25,50,25,50,2,1986.0,2,1,2,4,1,20,33.33,0
3,3,3,2,4,3,3,1,1,1,50,50,75,50,50,50,2,1961.0,2,1,2,1,1,15,54.17,0
3,3,3,2,3,2,2,2,2,1,25,25,25,25,25,50,2,1987.0,5,1,9,4,2,70,29.17,0
4,4,3,2,3,3,2,2,1,1,25,25,50,75,75,100,2,1989.0,2,2,2,4,1,15,58.33,0
3,3,4,2,3,3,2,3,3,3,50,50,50,75,50,75,1,1967.0,2,1,2,4,5,40,58.33,0
3,3,3,2,3,2,2,2,2,2,25,0,50,25,25,75,2,1971.0,2,1,2,2,1,25,33.33,0
3,3,3,2,3,2,2,2,2,2,25,25,50,75,50,75,2,1973.0,1,1,2,1,1,60,50.0,0
4,3,4,2,3,3,4,2,2,2,0,0,0,0,0,25,2,1969.0,8,2,7,1,1,25,4.17,0
4,3,4,3,3,3,1,3,3,2,50,50,50,50,50,75,2,1964.0,2,1,2,4,4,38,54.17,0
3,2,2,3,3,2,2,3,3,3,50,50,50,75,50,75,2,1969.0,2,1,2,1,1,13,58.33,0
2,3,3,3,2,2,2,3,3,3,50,75,75,75,75,75,2,1989.0,2,2,3,4,3,40,70.83,1
3,3,2,2,4,4,3,2,2,2,0,25,25,50,50,50,2,1971.0,2,1,10,4,2,40,33.33,0
3,3,3,2,3,2,2,2,3,2,50,50,25,75,50,75,2,1970.0,1,1,2,4,2,60,54.17,0
3,3,3,1,4,4,4,2,2,2,0,0,50,25,25,25,2,1988.0,2,2,2,2,1,32,20.83,0
3,3,3,2,3,3,3,2,3,2,25,50,25,75,50,75,1,1982.0,2,1,9,4,3,50,50.0,0
3,2,3,2,2,2,2,3,3,3,50,50,75,50,75,50,2,1963.0,9,1,2,1,5,50,58.33,0
3,3,2,3,1,1,1,3,3,2,25,50,75,100,100,75,1,1990.0,2,1,9,4,2,40,70.83,1
2,2,2,3,3,1,1,3,3,2,25,75,100,100,100,75,2,1984.0,9,1,2,4,1,35,79.17,1
3,3,3,3,3,2,2,2,2,2,50,50,50,75,50,100,2,1989.0,9,2,9,4,1,40,62.5,0
2,2,3,4,4,3,3,4,2,2,50,75,50,100,75,100,2,1983.0,2,1,9,4,3,50,75.0,1
2,2,2,3,3,2,2,3,3,3,50,75,75,75,100,100,2,1989.0,2,1,9,1,2,40,79.17,1
3,2,3,3,4,2,3,2,2,1,25,50,50,50,50,75,2,1988.0,9,1,2,4,4,50,50.0,0
2,2,2,3,2,2,2,2,2,1,50,50,50,50,50,75,1,1989.0,2,2,15,1,2,40,54.17,0
4,3,4,2,3,3,1,2,3,1,25,0,50,50,25,25,2,1990.0,2,1,2,4,2,60,29.17,0
2,2,3,4,3,1,1,3,3,2,25,50,75,75,75,75,1,1971.0,2,1,9,1,4,42,62.5,0
3,2,2,3,3,2,4,2,2,1,25,50,75,50,25,50,2,1988.0,2,1,9,4,1,40,45.83,0
3,2,3,3,2,2,1,3,3,1,25,50,75,50,50,75,2,1989.0,2,1,2,4,1,50,54.17,0
3,2,2,3,2,2,2,3,3,2,75,75,50,75,75,100,2,1990.0,2,1,9,4,2,50,75.0,1
3,3,3,3,3,2,2,3,2,1,25,25,75,75,50,75,1,1988.0,2,3,9,4,1,70,54.17,0
2,3,3,3,2,2,2,3,3,2,25,25,50,25,25,50,2,1983.0,2,2,9,3,2,45,33.33,0
3,3,3,3,3,2,2,3,3,3,25,50,50,75,75,75,2,1984.0,2,1,9,3,4,51,58.33,0
3,3,3,2,1,3,2,3,3,2,25,75,75,75,50,75,2,1989.0,2,2,9,4,1,50,62.5,0
3,2,3,2,2,2,2,2,3,1,50,50,50,100,100,75,2,1990.0,2,1,9,4,1,45,70.83,1
3,2,3,3,2,1,1,3,3,2,25,25,50,75,25,100,2,1990.0,9,1,9,4,2,45,50.0,0
3,3,3,2,3,2,1,2,2,2,25,25,25,50,50,50,2,1961.0,2,1,2,2,4,40,37.5,0
3,3,3,3,2,2,2,3,3,3,25,50,50,75,50,75,2,1977.0,2,1,9,4,3,60,54.17,0
3,2,3,1,2,2,2,1,2,1,0,75,75,75,50,75,2,1990.0,2,1,9,3,2,50,58.33,0
3,4,3,2,3,2,1,3,2,2,75,100,50,100,75,100,1,1959.0,2,1,9,1,6,60,83.33,1
3,4,4,3,4,2,3,3,2,2,25,25,25,25,25,50,2,1966.0,2,1,9,4,1,33,29.17,0
4,2,4,3,4,2,2,3,2,1,0,25,25,0,0,25,2,1989.0,2,2,2,2,1,56,12.5,0
2,2,2,3,2,2,1,3,3,2,75,75,75,100,100,100,2,1990.0,2,1,9,4,2,40,87.5,1
4,3,3,1,2,3,1,1,2,3,25,25,25,25,25,25,1,1970.0,2,1,2,1,4,42,25.0,0
3,3,3,3,4,2,2,4,3,1,50,50,50,100,75,75,2,1969.0,1,1,2,2,1,50,66.67,1
2,2,2,3,2,1,2,3,3,2,50,100,75,100,75,100,2,1989.0,2,1,9,3,1,40,83.33,1
3,3,3,2,4,3,4,2,1,2,25,25,25,25,25,25,2,1977.0,2,1,9,4,2,24,25.0,0
4,4,4,4,4,2,1,3,2,2,0,0,0,25,0,25,2,1977.0,2,1,2,1,4,50,8.33,0
3,3,3,3,2,1,1,3,3,2,50,25,25,75,50,100,2,1977.0,1,1,2,1,4,40,54.17,0
4,3,2,2,2,2,1,4,3,3,25,25,50,50,50,75,2,1982.0,2,1,9,2,3,40,45.83,0
3,2,3,3,3,2,1,3,3,2,75,50,75,75,75,75,2,1990.0,2,1,9,3,1,50,70.83,1
3,3,2,3,4,2,4,3,1,3,0,25,25,25,25,50,2,1981.0,2,1,2,4,3,35,25.0,0
2,2,2,3,4,3,2,2,1,1,50,50,75,100,100,75,2,1990.0,2,1,9,4,1,47,75.0,1
2,3,2,4,4,2,1,4,4,3,50,50,75,75,75,75,2,1964.0,2,2,2,1,3,50,66.67,1
3,4,4,2,2,2,2,2,3,2,25,50,50,75,50,100,2,1962.0,2,1,9,1,5,45,58.33,0
3,3,2,3,2,2,2,3,2,2,50,75,75,100,75,100,2,1991.0,2,1,9,4,2,50,79.17,1
4,3,3,1,4,2,2,3,1,1,50,25,25,25,50,50,1,1990.0,2,1,13,4,1,70,37.5,0
2,2,2,3,3,2,2,2,3,3,25,75,50,50,50,25,2,1989.0,2,1,9,4,1,44,45.83,0
2,3,2,3,2,2,1,3,3,4,50,50,50,100,75,100,2,1964.0,1,1,2,1,6,30,70.83,1
2,3,2,1,4,4,3,2,2,2,25,50,50,50,50,75,2,1986.0,2,2,9,3,3,50,50.0,0
3,2,3,3,3,2,2,3,2,2,25,25,75,50,50,75,2,1991.0,2,1,9,4,2,40,50.0,0
2,3,2,3,3,2,1,3,4,2,25,25,75,100,100,75,1,1990.0,2,1,9,4,1,40,66.67,1
4,3,3,2,3,3,2,2,2,2,25,25,25,25,25,75,2,1974.0,2,1,13,2,2,45,33.33,0
2,3,2,3,3,2,2,3,2,2,50,75,75,75,100,100,2,1970.0,1,2,2,1,1,8,79.17,1
2,2,3,2,4,2,2,2,2,1,25,25,25,25,25,75,2,1976.0,1,1,10,2,2,25,33.33,0
2,2,2,3,3,3,3,2,2,1,75,75,75,100,75,75,2,1991.0,9,1,9,4,1,45,79.17,1
4,3,2,2,3,2,2,1,1,3,50,50,75,100,75,75,2,1982.0,2,1,2,4,3,45,70.83,1
4,2,3,1,3,3,2,1,4,1,25,75,50,75,75,50,2,1977.0,4,3,2,2,2,60,58.33,0
4,4,4,3,2,2,2,3,3,2,25,25,50,75,75,100,2,1975.0,2,1,9,4,3,65,58.33,0
4,3,2,3,2,3,1,2,3,2,25,25,25,25,25,50,2,1988.0,2,1,9,4,2,46,29.17,0
3,3,3,1,2,2,2,2,3,2,50,50,75,75,50,75,2,1963.0,2,1,9,3,6,60,62.5,0
4,4,3,1,4,3,4,2,1,1,25,50,50,50,25,75,2,1974.0,2,1,3,4,3,60,45.83,0
4,4,4,2,4,2,1,2,2,2,25,25,25,25,25,25,2,1971.0,2,1,3,4,3,60,25.0,0
4,4,4,2,4,2,2,2,1,2,25,50,25,25,25,25,2,1966.0,2,1,15,1,6,60,29.17,0
1,2,1,3,2,1,1,3,3,3,75,100,100,100,100,100,2,1992.0,2,2,2,1,3,50,95.83,1
3,3,3,3,2,1,1,3,3,3,25,50,50,50,25,50,2,1982.0,2,1,9,4,3,43,41.67,0
2,2,2,4,4,2,1,3,2,2,50,50,75,100,100,75,2,1982.0,2,1,2,2,2,35,75.0,1
3,4,4,2,3,3,4,2,1,3,25,50,25,25,25,50,1,1981.0,2,1,9,4,4,45,33.33,0
3,4,3,3,3,2,1,3,1,3,25,50,50,100,50,75,2,1983.0,2,2,9,4,2,45,58.33,0
3,3,2,2,3,4,3,2,2,1,25,25,25,50,25,50,2,1986.0,2,1,9,4,2,50,33.33,0
2,3,3,2,4,2,1,2,2,2,50,75,100,100,100,100,2,1962.0,2,2,4,1,4,50,87.5,1
3,2,2,1,4,3,2,1,2,1,25,50,100,100,75,75,2,1968.0,2,1,7,3,2,20,70.83,1
2,2,3,2,3,3,3,2,1,2,50,100,75,100,75,75,2,1986.0,2,2,2,4,2,45,79.17,1
3,2,2,3,1,2,2,3,3,2,75,75,75,100,100,100,1,1948.0,1,1,15,2,4,28,87.5,1
4,3,4,1,3,3,3,4,1,1,25,25,25,50,50,50,2,1987.0,2,1,2,1,2,50,37.5,0
3,3,3,4,2,1,2,3,4,3,25,75,75,100,75,75,1,1972.0,2,1,9,3,4,45,70.83,1
3,3,3,3,3,2,2,2,2,1,25,25,25,50,25,75,1,1977.0,2,1,4,1,2,70,37.5,0
2,3,2,3,3,2,4,3,3,3,50,50,100,100,75,75,2,1984.0,2,1,3,4,3,50,75.0,1
3,2,3,2,1,1,2,2,3,3,25,25,50,75,50,75,2,1993.0,2,1,9,2,1,32,50.0,0
3,2,3,2,3,1,1,3,3,3,25,25,50,50,50,50,2,1978.0,1,1,13,2,2,30,41.67,0
3,3,2,3,2,1,1,2,3,2,25,50,50,75,50,100,2,1986.0,2,1,9,4,1,40,58.33,0
3,1,1,4,1,1,1,3,3,4,100,100,75,100,100,100,1,1939.0,7,3,7,3,5,65,95.83,1
4,4,4,1,3,3,2,3,2,2,25,25,50,50,25,25,2,1984.0,3,2,2,1,2,50,33.33,0
4,4,3,3,1,2,2,4,4,4,25,25,25,50,25,75,2,1988.0,2,2,2,3,4,42,37.5,0
3,4,4,1,3,3,1,2,3,2,25,25,25,50,25,50,2,1975.0,1,1,2,1,5,70,33.33,0
2,2,3,2,4,2,2,2,3,3,50,50,50,75,50,75,1,1964.0,2,1,2,2,6,42,58.33,0
3,4,4,1,1,1,1,1,3,4,75,75,75,100,75,100,1,1959.0,2,1,10,2,6,60,83.33,1
1,2,1,3,4,1,1,3,4,3,75,75,75,100,100,75,1,1941.0,7,1,2,4,1,2,83.33,1
4,3,3,3,2,2,1,3,3,2,25,25,75,50,50,75,1,1967.0,1,1,2,1,6,70,50.0,0
1,3,2,3,3,2,1,2,2,2,100,75,100,100,100,75,1,1965.0,1,2,2,1,4,35,91.67,1
4,4,3,4,3,1,1,2,2,1,25,75,100,75,25,100,2,1984.0,2,4,9,3,2,60,66.67,1
3,3,3,1,4,4,2,3,1,1,0,25,25,50,25,50,1,1990.0,2,1,9,4,1,60,29.17,0
2,2,1,3,4,2,2,2,2,1,25,75,75,75,50,50,1,1954.0,1,1,2,2,4,40,58.33,0
2,2,2,3,3,2,2,3,3,3,75,100,100,100,100,100,1,1944.0,2,2,2,1,3,30,95.83,1
3,3,2,3,3,2,2,3,3,1,50,50,50,75,75,75,1,1950.0,1,1,9,1,4,50,62.5,0
4,3,3,1,4,4,4,1,1,3,25,25,25,25,25,25,2,1970.0,5,1,2,4,6,70,25.0,0
4,3,3,3,3,1,2,3,3,2,25,50,25,50,50,75,2,1967.0,2,2,3,4,3,60,45.83,0
2,2,2,4,2,1,2,4,3,2,25,50,50,75,75,75,2,1981.0,2,2,9,4,4,60,58.33,0
3,2,2,3,4,1,1,4,4,4,100,75,75,100,75,100,1,1944.0,7,1,9,1,1,55,87.5,1
3,2,3,2,2,2,1,2,3,2,25,50,100,100,75,100,1,1988.0,2,1,13,4,3,45,75.0,1
3,3,2,2,4,2,2,3,2,2,25,25,50,50,25,50,1,1951.0,1,1,2,2,3,40,37.5,0
3,3,4,3,1,2,1,3,3,3,25,25,50,25,25,25,2,1987.0,2,1,9,1,4,80,29.17,0
2,2,3,3,3,3,2,3,2,2,50,50,75,100,75,100,1,1951.0,1,1,15,2,3,40,75.0,1
3,3,2,3,4,3,2,2,1,1,0,25,25,25,25,50,2,1982.0,5,1,6,2,1,45,25.0,0
2,3,3,2,3,3,1,2,2,3,25,25,50,50,50,75,1,1966.0,2,1,2,4,5,45,45.83,0
2,4,3,3,4,2,2,4,2,2,25,50,75,75,25,75,2,1989.0,2,1,2,4,4,42,54.17,0
3,3,2,3,2,1,1,4,2,2,50,75,100,100,75,100,2,1971.0,2,1,3,4,2,32,83.33,1
2,2,4,3,1,2,2,3,3,2,50,50,50,75,50,100,2,1990.0,2,1,9,4,1,55,62.5,0
4,3,4,1,4,1,1,1,1,2,50,50,25,75,50,75,2,1985.0,1,1,2,1,2,60,54.17,0
2,3,3,3,3,3,4,2,2,3,25,50,50,75,100,75,2,1984.0,2,1,13,3,3,45,62.5,0
2,3,2,3,3,2,1,3,2,4,25,25,25,50,25,50,2,1987.0,2,1,2,4,4,45,33.33,0
3,2,3,4,1,3,1,1,3,2,50,50,50,75,75,75,1,1953.0,1,1,2,1,6,60,62.5,0
2,2,2,3,3,3,2,3,2,2,50,75,75,100,75,100,2,1984.0,2,1,10,4,3,35,79.17,1
2,2,2,2,2,2,1,2,2,2,50,50,50,100,100,100,2,1978.0,2,1,2,2,1,40,75.0,1
4,2,3,2,2,2,1,2,2,2,0,25,25,50,25,25,2,1996.0,9,1,9,4,1,65,25.0,0
3,2,4,2,4,2,3,1,1,1,25,25,25,50,25,25,2,1978.0,1,2,15,4,2,60,29.17,0
3,2,3,3,3,3,1,2,3,1,0,25,0,25,0,50,2,1979.0,2,1,9,4,2,70,16.67,0
4,4,4,3,3,3,3,2,2,1,50,50,75,100,75,75,1,1978.0,2,1,9,4,4,70,70.83,1
3,3,2,4,3,2,1,2,3,1,50,100,100,100,100,100,1,1947.0,1,1,2,4,5,36,91.67,1
3,3,2,2,3,2,2,2,2,2,25,50,75,50,50,75,2,1987.0,2,2,2,4,2,40,54.17,0
3,4,3,3,2,1,1,2,4,3,75,75,75,75,100,100,1,1960.0,1,1,2,2,6,90,83.33,1
2,2,2,4,4,2,2,3,1,2,25,50,75,75,25,100,2,1982.0,2,1,2,4,1,10,58.33,0
4,4,4,3,3,3,1,2,3,2,25,25,25,25,25,50,2,1980.0,1,3,13,2,2,60,29.17,0
4,4,4,3,3,3,2,2,2,3,0,0,0,25,25,0,2,1963.0,1,1,2,2,5,60,8.33,0
3,2,3,3,3,2,1,2,2,2,50,50,0,25,25,75,2,1988.0,2,1,11,2,2,45,37.5,0
4,4,4,2,1,1,1,2,4,4,50,75,100,100,75,100,1,1963.0,1,2,9,1,6,70,83.33,1
3,3,3,4,4,3,2,3,3,1,25,25,25,25,25,25,2,1964.0,2,2,15,4,3,40,25.0,0
4,2,4,3,2,2,1,2,2,1,0,0,25,0,0,50,2,1967.0,1,1,9,1,3,60,12.5,0
3,2,3,3,3,2,1,3,3,2,50,50,75,75,100,75,2,1983.0,2,1,2,3,2,45,70.83,1
3,3,4,3,2,2,1,4,4,3,25,25,25,50,25,75,2,1961.0,1,1,2,2,5,65,37.5,0
3,3,3,2,2,1,2,2,2,1,50,75,75,75,50,100,1,1987.0,2,1,13,0,3,50,70.83,1
3,3,3,3,2,2,1,3,3,3,75,75,75,100,75,75,1,1978.0,2,1,2,1,4,50,79.17,1
3,3,2,3,2,3,2,3,3,2,50,50,25,50,50,75,1,1959.0,1,1,2,3,6,60,50.0,0
4,4,4,3,1,2,1,3,4,2,25,25,75,50,50,100,1,1968.0,1,1,2,2,1,70,54.17,0
3,3,2,3,3,2,2,3,3,3,50,50,75,50,50,50,1,1958.0,2,2,2,1,4,50,54.17,0
4,4,2,4,3,1,1,3,4,3,25,25,75,100,75,100,2,1986.0,2,1,2,1,2,30,66.67,1
2,2,3,3,3,2,1,3,3,3,25,50,75,100,75,100,1,1977.0,2,1,3,2,5,40,70.83,1
4,4,4,2,3,2,2,2,2,1,25,50,50,50,50,75,2,1975.0,2,1,13,4,2,35,50.0,0
4,4,4,3,3,4,3,3,3,3,0,0,0,25,25,25,1,1966.0,2,2,2,2,4,60,12.5,0
3,3,2,2,3,2,1,3,3,3,25,25,100,50,50,75,2,1991.0,2,2,9,3,2,55,54.17,0
3,2,3,3,3,4,2,2,3,1,0,25,75,50,50,50,2,1986.0,2,1,9,2,2,45,41.67,0
3,2,3,3,2,2,2,2,3,3,25,50,50,75,50,75,2,1984.0,2,1,9,1,6,50,54.17,0
3,3,2,3,2,2,2,3,3,2,25,50,75,75,75,100,1,1984.0,2,1,3,4,2,60,66.67,1
4,4,4,2,4,3,2,2,2,1,50,50,50,75,50,75,1,1976.0,2,1,2,2,3,50,58.33,0
2,2,2,4,3,1,2,3,2,2,25,50,50,50,50,75,2,1976.0,2,1,2,1,2,30,50.0,0
2,2,3,3,2,2,2,3,2,2,25,25,25,25,25,25,2,1973.0,2,1,2,1,1,10,25.0,0
3,2,3,1,3,2,2,1,1,1,50,50,25,75,50,75,2,1976.0,5,3,2,2,2,0,54.17,0
2,3,1,2,4,4,4,3,2,3,25,25,25,25,25,75,2,1957.0,1,1,2,1,2,30,33.33,0
3,4,3,2,3,3,2,2,2,1,25,25,50,50,0,25,2,1960.0,1,1,2,1,1,40,29.17,0
3,2,3,3,2,3,1,3,3,3,25,25,25,75,50,50,1,1965.0,2,1,8,1,6,60,41.67,0
3,3,3,1,1,2,2,3,3,1,50,75,25,75,50,75,2,1986.0,2,1,9,1,2,65,58.33,0
2,2,3,3,3,1,2,2,2,2,50,75,75,100,100,75,2,1988.0,2,1,10,3,3,40,79.17,1
3,2,2,2,4,2,1,2,2,2,25,25,75,75,75,100,2,1979.0,2,1,2,1,1,22,62.5,0
3,3,3,4,2,2,1,2,3,2,25,50,50,75,75,75,2,1985.0,2,1,2,2,3,60,58.33,0
3,4,3,1,3,3,3,1,2,2,25,25,25,25,25,25,1,1984.0,2,1,9,4,3,50,25.0,0
3,3,3,2,3,2,2,2,2,3,25,25,25,25,25,50,2,1969.0,2,1,2,2,5,60,29.17,0
3,3,3,2,3,2,2,2,3,2,0,0,0,25,25,50,2,1989.0,1,1,9,3,3,45,16.67,0
3,3,3,3,1,1,1,3,3,3,25,25,50,75,50,100,1,1981.0,2,1,15,4,4,60,54.17,0
4,4,3,3,2,3,2,2,2,1,25,25,50,50,50,75,2,1982.0,2,1,2,4,3,55,45.83,0
3,3,2,1,3,3,2,2,2,3,0,0,0,25,0,25,2,1986.0,2,3,13,2,2,65,8.33,0
2,2,1,2,3,1,2,3,3,4,0,25,50,50,50,50,2,1981.0,1,1,2,2,1,10,37.5,0
2,4,4,1,4,2,4,1,2,1,25,50,25,50,50,100,2,1988.0,2,3,13,4,2,45,50.0,0
3,2,2,4,2,2,1,3,3,2,25,25,25,25,25,50,2,1978.0,2,1,2,1,1,12,29.17,0
4,3,2,3,3,3,2,3,2,3,25,25,25,50,50,50,2,1988.0,2,1,6,2,3,43,37.5,0
4,3,3,4,2,1,1,4,4,3,50,50,50,50,50,75,2,1976.0,2,2,8,1,4,55,54.17,0
2,2,1,3,4,2,2,2,2,1,25,25,50,50,25,75,2,1972.0,2,2,1,1,1,16,41.67,0
2,2,2,1,3,3,2,1,2,2,25,50,25,75,50,75,1,1980.0,2,1,15,2,3,70,50.0,0
4,2,3,4,1,1,1,4,3,2,25,25,25,50,25,50,2,1985.0,2,1,13,1,1,40,33.33,0
3,2,3,3,2,1,2,3,3,2,50,50,75,100,50,100,2,1991.0,2,1,1,3,1,0,70.83,1
1,1,1,3,4,4,3,3,2,3,50,50,75,75,75,75,1,1951.0,1,3,2,2,5,24,66.67,1
3,3,3,3,1,1,1,4,4,4,50,50,75,75,75,75,2,1968.0,1,1,10,2,6,35,66.67,1
3,3,2,3,1,3,2,3,3,2,25,25,25,50,50,25,1,1954.0,1,2,7,1,6,60,33.33,0
2,2,4,4,4,2,1,3,1,1,50,75,75,75,75,100,2,1968.0,2,1,9,1,0,0,75.0,1
4,4,4,3,3,3,1,2,3,3,25,50,50,25,50,75,2,1970.0,2,1,2,1,3,40,45.83,0
1,1,1,1,1,1,4,2,3,4,50,100,50,100,100,100,2,1974.0,2,1,9,2,2,12,83.33,1
3,4,3,3,3,3,2,2,2,2,0,0,0,25,25,25,1,1954.0,1,1,2,1,6,98,12.5,0
2,2,1,2,3,3,3,2,2,2,75,75,100,100,100,100,2,1959.0,1,1,9,2,2,35,91.67,1
4,3,4,3,4,1,1,4,2,2,25,25,25,25,25,25,2,1975.0,2,1,2,4,2,22,25.0,0
3,2,3,3,1,1,1,3,4,4,50,50,50,100,75,75,2,1966.0,2,1,10,4,3,40,66.67,1
4,4,4,4,1,1,1,4,4,4,25,25,25,25,25,100,1,1970.0,1,1,2,4,6,60,37.5,0
3,4,3,3,4,2,1,2,2,2,25,50,25,50,25,75,2,1984.0,2,1,10,2,2,50,41.67,0
3,2,3,3,1,1,3,3,3,1,25,75,50,75,50,100,2,1990.0,2,1,9,4,2,50,62.5,0
4,4,3,3,2,2,1,3,3,3,25,25,75,50,25,100,1,1962.0,1,1,9,1,5,80,50.0,0
4,4,4,3,2,3,1,4,3,3,25,25,25,50,25,50,1,1964.0,2,1,2,3,6,60,33.33,0
3,3,3,3,3,2,1,3,2,3,50,75,75,50,50,75,2,1982.0,2,1,9,3,6,45,62.5,0
3,4,2,4,2,1,1,4,4,2,75,75,100,100,100,100,2,1985.0,2,1,2,4,3,50,91.67,1
2,2,2,2,3,3,3,3,3,2,25,25,25,75,75,50,2,1981.0,2,1,9,1,2,26,45.83,0
4,4,4,2,3,2,1,2,2,2,50,75,75,100,75,75,2,1984.0,2,1,2,1,3,45,75.0,1
3,2,2,3,2,2,1,3,3,3,75,75,75,75,75,100,2,1979.0,2,1,4,2,3,45,79.17,1
2,2,1,3,2,2,2,3,3,3,25,50,75,75,50,75,2,1977.0,2,1,9,1,2,22,58.33,0
2,3,3,1,4,2,2,2,2,1,25,25,75,100,50,50,1,1965.0,1,1,4,2,2,50,54.17,0
3,2,3,2,3,2,1,3,2,2,25,25,25,25,25,25,2,1977.0,2,1,9,4,1,40,25.0,0
3,3,2,3,3,3,4,3,2,4,50,50,75,75,75,75,2,1967.0,2,1,2,4,2,23,66.67,1
3,3,3,2,4,4,2,2,2,3,50,50,25,75,50,50,2,1962.0,2,1,9,2,4,60,50.0,0
3,4,3,2,4,3,2,2,2,1,25,25,50,75,50,75,1,1971.0,2,1,1,1,3,47,50.0,0
2,3,3,2,3,2,2,2,2,3,25,25,25,25,25,50,1,1975.0,2,1,9,2,5,38,29.17,0
3,2,1,3,1,1,1,3,4,3,50,75,100,75,100,100,2,1988.0,2,1,2,4,3,50,83.33,1
3,3,3,3,3,2,2,2,2,3,50,50,50,75,50,75,1,1969.0,2,1,2,2,6,50,58.33,0
2,1,1,3,3,1,1,4,3,3,25,75,75,75,50,25,2,1991.0,2,1,9,3,1,35,54.17,0
2,2,3,3,2,2,2,3,3,3,50,50,75,100,100,100,2,1980.0,2,1,9,3,5,40,79.17,1
3,3,2,2,3,3,3,2,3,3,25,50,25,25,50,50,2,1985.0,2,1,9,4,3,40,37.5,0
2,2,2,2,2,2,2,2,3,1,50,75,50,50,50,75,1,1985.0,2,1,9,4,1,20,58.33,0
3,2,2,2,2,2,2,2,2,2,25,50,50,25,50,75,2,1978.0,5,1,2,1,2,40,45.83,0
2,2,3,4,2,2,2,3,3,1,25,25,100,100,75,100,2,1984.0,2,1,2,1,2,40,70.83,1
2,2,3,3,3,1,1,3,3,3,50,75,75,100,75,100,2,1973.0,2,1,9,3,2,25,79.17,1
2,2,2,2,3,4,4,2,3,2,50,50,75,75,75,75,2,1979.0,2,1,2,4,3,42,66.67,1
